salesorderid,salesreasonid,name,reasontype
63398,1,Price,Other
63399,1,Price,Other
63400,1,Price,Other
63401,1,Price,Other
63402,1,Price,Other
63403,1,Price,Other
63404,1,Price,Other
63404,2,On Promotion,Promotion
63405,5,Manufacturer,Other
63406,6,Review,Other
63407,1,Price,Other
63407,2,On Promotion,Promotion
63408,1,Price,Other
63410,1,Price,Other
63411,2,On Promotion,Promotion
63412,1,Price,Other
63413,1,Price,Other
63413,2,On Promotion,Promotion
63413,10,Other,Other
63416,1,Price,Other
63417,1,Price,Other
63418,1,Price,Other
63419,1,Price,Other
63421,1,Price,Other
63422,5,Manufacturer,Other
63423,1,Price,Other
63424,1,Price,Other
63424,2,On Promotion,Promotion
63425,1,Price,Other
63425,2,On Promotion,Promotion
63426,1,Price,Other
63428,1,Price,Other
63429,1,Price,Other
63430,4,Television  Advertisement,Marketing
63431,1,Price,Other
63432,1,Price,Other
63433,4,Television  Advertisement,Marketing
63434,1,Price,Other
63435,1,Price,Other
63436,1,Price,Other
63437,1,Price,Other
63438,1,Price,Other
63439,1,Price,Other
63440,1,Price,Other
63440,10,Other,Other
63442,1,Price,Other
63443,1,Price,Other
63444,1,Price,Other
63445,1,Price,Other
63446,6,Review,Other
63447,1,Price,Other
63448,6,Review,Other
63449,1,Price,Other
63450,1,Price,Other
63451,6,Review,Other
63452,1,Price,Other
63453,1,Price,Other
63454,1,Price,Other
63455,1,Price,Other
63456,1,Price,Other
63457,1,Price,Other
63458,1,Price,Other
63458,10,Other,Other
63459,1,Price,Other
63460,1,Price,Other
63461,1,Price,Other
63462,1,Price,Other
63463,1,Price,Other
63464,1,Price,Other
63465,1,Price,Other
63466,1,Price,Other
63467,1,Price,Other
63468,1,Price,Other
63468,10,Other,Other
63469,1,Price,Other
63469,2,On Promotion,Promotion
63470,1,Price,Other
63471,1,Price,Other
63472,1,Price,Other
63473,1,Price,Other
63474,1,Price,Other
63476,1,Price,Other
63477,1,Price,Other
63479,1,Price,Other
63481,1,Price,Other
63482,1,Price,Other
63483,1,Price,Other
63483,2,On Promotion,Promotion
63484,1,Price,Other
63486,2,On Promotion,Promotion
63487,1,Price,Other
63488,1,Price,Other
63488,2,On Promotion,Promotion
63489,1,Price,Other
63490,1,Price,Other
63490,2,On Promotion,Promotion
63495,1,Price,Other
63496,5,Manufacturer,Other
63497,1,Price,Other
63497,10,Other,Other
63498,1,Price,Other
63499,1,Price,Other
63500,1,Price,Other
63501,1,Price,Other
63502,4,Television  Advertisement,Marketing
63502,10,Other,Other
63503,6,Review,Other
63504,1,Price,Other
63505,1,Price,Other
63505,2,On Promotion,Promotion
63507,1,Price,Other
63508,6,Review,Other
63509,1,Price,Other
63510,1,Price,Other
63511,1,Price,Other
63512,1,Price,Other
63513,1,Price,Other
63514,1,Price,Other
63515,1,Price,Other
63516,1,Price,Other
63517,1,Price,Other
63518,1,Price,Other
63519,1,Price,Other
63520,6,Review,Other
63521,1,Price,Other
63522,1,Price,Other
63523,6,Review,Other
63524,1,Price,Other
63525,1,Price,Other
63526,1,Price,Other
63527,1,Price,Other
63528,1,Price,Other
63529,1,Price,Other
63530,1,Price,Other
63531,1,Price,Other
63531,2,On Promotion,Promotion
63532,1,Price,Other
63533,1,Price,Other
63534,1,Price,Other
63534,2,On Promotion,Promotion
63535,1,Price,Other
63535,2,On Promotion,Promotion
63536,2,On Promotion,Promotion
63537,1,Price,Other
63539,1,Price,Other
63540,1,Price,Other
63540,2,On Promotion,Promotion
63541,5,Manufacturer,Other
63542,1,Price,Other
63542,2,On Promotion,Promotion
63543,1,Price,Other
63544,2,On Promotion,Promotion
63545,1,Price,Other
63546,1,Price,Other
63547,1,Price,Other
63547,2,On Promotion,Promotion
63548,1,Price,Other
63551,1,Price,Other
63552,1,Price,Other
63553,1,Price,Other
63554,1,Price,Other
63555,1,Price,Other
63556,1,Price,Other
63557,6,Review,Other
63558,1,Price,Other
63558,2,On Promotion,Promotion
63559,1,Price,Other
63560,2,On Promotion,Promotion
63561,1,Price,Other
63561,2,On Promotion,Promotion
63562,1,Price,Other
63563,4,Television  Advertisement,Marketing
63564,4,Television  Advertisement,Marketing
63565,1,Price,Other
63566,1,Price,Other
63567,1,Price,Other
63568,1,Price,Other
63569,1,Price,Other
63570,4,Television  Advertisement,Marketing
63571,1,Price,Other
63573,1,Price,Other
63574,1,Price,Other
63575,1,Price,Other
63576,1,Price,Other
63577,1,Price,Other
63578,1,Price,Other
63579,1,Price,Other
63580,1,Price,Other
63581,1,Price,Other
63582,1,Price,Other
63583,1,Price,Other
63584,1,Price,Other
63585,1,Price,Other
63587,1,Price,Other
63588,1,Price,Other
63589,1,Price,Other
63590,1,Price,Other
63591,1,Price,Other
63592,1,Price,Other
63593,1,Price,Other
63594,1,Price,Other
63595,1,Price,Other
63597,1,Price,Other
63598,1,Price,Other
63599,1,Price,Other
63599,2,On Promotion,Promotion
63600,1,Price,Other
63601,1,Price,Other
63601,2,On Promotion,Promotion
63602,2,On Promotion,Promotion
63603,1,Price,Other
63603,10,Other,Other
63604,2,On Promotion,Promotion
63605,1,Price,Other
63607,1,Price,Other
63608,1,Price,Other
63608,2,On Promotion,Promotion
63610,1,Price,Other
63610,2,On Promotion,Promotion
63611,1,Price,Other
63612,2,On Promotion,Promotion
63613,1,Price,Other
63614,2,On Promotion,Promotion
63615,1,Price,Other
63616,1,Price,Other
63618,1,Price,Other
63618,2,On Promotion,Promotion
63619,1,Price,Other
63619,2,On Promotion,Promotion
63620,1,Price,Other
63620,10,Other,Other
63621,1,Price,Other
63622,1,Price,Other
63623,1,Price,Other
63624,1,Price,Other
63625,1,Price,Other
63626,1,Price,Other
63627,1,Price,Other
63628,1,Price,Other
63629,1,Price,Other
63630,1,Price,Other
63632,4,Television  Advertisement,Marketing
63633,1,Price,Other
63634,1,Price,Other
63635,1,Price,Other
63636,1,Price,Other
63637,1,Price,Other
63638,1,Price,Other
63638,10,Other,Other
63639,1,Price,Other
63639,10,Other,Other
63641,1,Price,Other
63642,1,Price,Other
63643,1,Price,Other
63644,1,Price,Other
63645,1,Price,Other
63647,6,Review,Other
63648,1,Price,Other
63649,1,Price,Other
63650,1,Price,Other
63650,10,Other,Other
63651,1,Price,Other
63652,1,Price,Other
63652,10,Other,Other
63653,1,Price,Other
63654,1,Price,Other
63654,10,Other,Other
63655,1,Price,Other
63656,1,Price,Other
63657,1,Price,Other
63658,1,Price,Other
63659,1,Price,Other
63660,1,Price,Other
63660,10,Other,Other
63662,1,Price,Other
63662,10,Other,Other
63663,1,Price,Other
63664,1,Price,Other
63665,1,Price,Other
63666,1,Price,Other
63667,1,Price,Other
63668,6,Review,Other
63672,2,On Promotion,Promotion
63673,2,On Promotion,Promotion
63679,1,Price,Other
63680,1,Price,Other
63681,1,Price,Other
63682,1,Price,Other
63682,2,On Promotion,Promotion
63683,1,Price,Other
63683,2,On Promotion,Promotion
63684,1,Price,Other
63684,2,On Promotion,Promotion
63685,1,Price,Other
63685,2,On Promotion,Promotion
63687,1,Price,Other
63687,2,On Promotion,Promotion
63688,1,Price,Other
63688,2,On Promotion,Promotion
63689,5,Manufacturer,Other
63690,1,Price,Other
63691,1,Price,Other
63692,1,Price,Other
63693,1,Price,Other
63695,1,Price,Other
63696,6,Review,Other
63697,6,Review,Other
63698,1,Price,Other
63699,2,On Promotion,Promotion
63700,1,Price,Other
63701,1,Price,Other
63703,1,Price,Other
63703,2,On Promotion,Promotion
63704,1,Price,Other
63704,2,On Promotion,Promotion
63705,1,Price,Other
63706,1,Price,Other
63707,1,Price,Other
63708,1,Price,Other
63709,1,Price,Other
63710,1,Price,Other
63711,1,Price,Other
63712,1,Price,Other
63713,1,Price,Other
63714,1,Price,Other
63715,1,Price,Other
63715,10,Other,Other
63716,1,Price,Other
63717,1,Price,Other
63718,6,Review,Other
63719,4,Television  Advertisement,Marketing
63719,10,Other,Other
63720,1,Price,Other
63721,1,Price,Other
63722,1,Price,Other
63723,1,Price,Other
63724,1,Price,Other
63725,1,Price,Other
63726,1,Price,Other
63727,1,Price,Other
63727,2,On Promotion,Promotion
63728,1,Price,Other
63729,1,Price,Other
63731,1,Price,Other
63732,6,Review,Other
63733,1,Price,Other
63733,2,On Promotion,Promotion
63734,1,Price,Other
63734,2,On Promotion,Promotion
63735,1,Price,Other
63736,1,Price,Other
63737,2,On Promotion,Promotion
63739,1,Price,Other
63740,5,Manufacturer,Other
63741,1,Price,Other
63742,1,Price,Other
63743,2,On Promotion,Promotion
63744,1,Price,Other
63745,1,Price,Other
63747,1,Price,Other
63748,1,Price,Other
63748,2,On Promotion,Promotion
63750,1,Price,Other
63750,2,On Promotion,Promotion
63751,5,Manufacturer,Other
63752,1,Price,Other
63752,2,On Promotion,Promotion
63755,1,Price,Other
63755,2,On Promotion,Promotion
63756,1,Price,Other
63756,2,On Promotion,Promotion
63757,1,Price,Other
63758,1,Price,Other
63759,1,Price,Other
63760,1,Price,Other
63760,10,Other,Other
63761,1,Price,Other
63762,1,Price,Other
63763,1,Price,Other
63763,2,On Promotion,Promotion
63764,2,On Promotion,Promotion
63765,1,Price,Other
63766,1,Price,Other
63767,1,Price,Other
63768,1,Price,Other
63769,4,Television  Advertisement,Marketing
63770,1,Price,Other
63771,1,Price,Other
63772,1,Price,Other
63773,4,Television  Advertisement,Marketing
63773,10,Other,Other
63774,1,Price,Other
63774,10,Other,Other
63775,4,Television  Advertisement,Marketing
63776,1,Price,Other
63777,1,Price,Other
63778,1,Price,Other
63779,1,Price,Other
63780,1,Price,Other
63781,1,Price,Other
63782,1,Price,Other
63783,1,Price,Other
63784,4,Television  Advertisement,Marketing
63785,1,Price,Other
63786,1,Price,Other
63787,1,Price,Other
63787,10,Other,Other
63788,1,Price,Other
63789,1,Price,Other
63790,1,Price,Other
63791,1,Price,Other
63792,1,Price,Other
63793,1,Price,Other
63794,1,Price,Other
63795,1,Price,Other
63795,2,On Promotion,Promotion
63796,1,Price,Other
63800,1,Price,Other
63801,1,Price,Other
63802,1,Price,Other
63802,2,On Promotion,Promotion
63804,1,Price,Other
63805,1,Price,Other
63807,1,Price,Other
63810,1,Price,Other
63811,6,Review,Other
63812,1,Price,Other
63813,1,Price,Other
63815,1,Price,Other
63815,10,Other,Other
63816,1,Price,Other
63817,1,Price,Other
63818,1,Price,Other
63818,2,On Promotion,Promotion
63819,1,Price,Other
63823,2,On Promotion,Promotion
63824,1,Price,Other
63825,1,Price,Other
63826,1,Price,Other
63827,6,Review,Other
63828,1,Price,Other
63829,4,Television  Advertisement,Marketing
63830,1,Price,Other
63831,1,Price,Other
63832,1,Price,Other
63833,1,Price,Other
63833,2,On Promotion,Promotion
63834,1,Price,Other
63835,1,Price,Other
63836,1,Price,Other
63837,1,Price,Other
63838,1,Price,Other
63839,1,Price,Other
63840,1,Price,Other
63841,1,Price,Other
63842,1,Price,Other
63843,1,Price,Other
63844,1,Price,Other
63846,6,Review,Other
63847,1,Price,Other
63848,1,Price,Other
63849,1,Price,Other
63850,1,Price,Other
63851,1,Price,Other
63852,1,Price,Other
63853,1,Price,Other
63854,1,Price,Other
63855,1,Price,Other
63856,1,Price,Other
63857,1,Price,Other
63858,1,Price,Other
63859,1,Price,Other
63860,4,Television  Advertisement,Marketing
63861,1,Price,Other
63861,2,On Promotion,Promotion
63862,1,Price,Other
63862,2,On Promotion,Promotion
63863,1,Price,Other
63863,2,On Promotion,Promotion
63864,1,Price,Other
63865,1,Price,Other
63865,10,Other,Other
63866,1,Price,Other
63866,2,On Promotion,Promotion
63866,10,Other,Other
63868,1,Price,Other
63869,1,Price,Other
63870,1,Price,Other
63872,1,Price,Other
63873,6,Review,Other
63876,1,Price,Other
63876,2,On Promotion,Promotion
63876,10,Other,Other
63879,1,Price,Other
63879,2,On Promotion,Promotion
63880,1,Price,Other
63881,2,On Promotion,Promotion
63882,1,Price,Other
63882,10,Other,Other
63883,1,Price,Other
63884,1,Price,Other
63885,1,Price,Other
63886,1,Price,Other
63887,1,Price,Other
63888,1,Price,Other
63889,1,Price,Other
63890,4,Television  Advertisement,Marketing
63891,4,Television  Advertisement,Marketing
63893,1,Price,Other
63894,4,Television  Advertisement,Marketing
63895,1,Price,Other
63896,1,Price,Other
63897,1,Price,Other
63898,1,Price,Other
63899,1,Price,Other
63900,1,Price,Other
63901,1,Price,Other
63902,1,Price,Other
63903,1,Price,Other
63904,1,Price,Other
63905,1,Price,Other
63906,1,Price,Other
63907,1,Price,Other
63908,1,Price,Other
63909,1,Price,Other
63909,10,Other,Other
63910,1,Price,Other
63911,1,Price,Other
63912,1,Price,Other
63913,1,Price,Other
63914,1,Price,Other
63915,1,Price,Other
63916,1,Price,Other
63917,1,Price,Other
63918,1,Price,Other
63919,1,Price,Other
63920,1,Price,Other
63921,1,Price,Other
63922,1,Price,Other
63923,1,Price,Other
63923,2,On Promotion,Promotion
63924,1,Price,Other
63925,1,Price,Other
63926,1,Price,Other
63927,1,Price,Other
63928,1,Price,Other
63929,1,Price,Other
63930,1,Price,Other
63931,1,Price,Other
63933,6,Review,Other
63936,1,Price,Other
63937,1,Price,Other
63939,5,Manufacturer,Other
63941,1,Price,Other
63941,2,On Promotion,Promotion
63942,2,On Promotion,Promotion
63943,1,Price,Other
63944,1,Price,Other
63944,2,On Promotion,Promotion
63945,1,Price,Other
63946,1,Price,Other
63946,10,Other,Other
63947,1,Price,Other
63948,1,Price,Other
63949,4,Television  Advertisement,Marketing
63950,1,Price,Other
63951,1,Price,Other
63952,1,Price,Other
63953,1,Price,Other
63955,1,Price,Other
63956,1,Price,Other
63957,2,On Promotion,Promotion
63958,1,Price,Other
63959,1,Price,Other
63960,1,Price,Other
63961,1,Price,Other
63962,1,Price,Other
63963,1,Price,Other
63964,1,Price,Other
63965,1,Price,Other
63966,1,Price,Other
63967,1,Price,Other
63968,1,Price,Other
63969,1,Price,Other
63970,1,Price,Other
63971,6,Review,Other
63972,1,Price,Other
63973,1,Price,Other
63974,1,Price,Other
63975,1,Price,Other
63976,1,Price,Other
63977,1,Price,Other
63978,1,Price,Other
63979,1,Price,Other
63979,2,On Promotion,Promotion
63980,1,Price,Other
63981,1,Price,Other
63982,1,Price,Other
63982,2,On Promotion,Promotion
63984,1,Price,Other
63985,1,Price,Other
63986,1,Price,Other
63986,2,On Promotion,Promotion
63988,1,Price,Other
63989,1,Price,Other
63989,2,On Promotion,Promotion
63990,1,Price,Other
63991,1,Price,Other
63992,1,Price,Other
63992,2,On Promotion,Promotion
63992,10,Other,Other
63993,2,On Promotion,Promotion
63994,1,Price,Other
63994,10,Other,Other
63995,1,Price,Other
63996,1,Price,Other
63997,1,Price,Other
63998,1,Price,Other
63999,1,Price,Other
64000,1,Price,Other
64001,1,Price,Other
64002,1,Price,Other
64003,1,Price,Other
64004,1,Price,Other
64005,1,Price,Other
64006,1,Price,Other
64008,1,Price,Other
64009,1,Price,Other
64010,1,Price,Other
64011,1,Price,Other
64012,1,Price,Other
64013,1,Price,Other
64014,1,Price,Other
64015,1,Price,Other
64016,1,Price,Other
64017,4,Television  Advertisement,Marketing
64017,10,Other,Other
64018,4,Television  Advertisement,Marketing
64018,10,Other,Other
64019,1,Price,Other
64020,1,Price,Other
64021,1,Price,Other
64022,1,Price,Other
64023,1,Price,Other
64024,1,Price,Other
64025,1,Price,Other
64026,1,Price,Other
64026,10,Other,Other
64027,1,Price,Other
64028,1,Price,Other
64029,1,Price,Other
64030,1,Price,Other
64031,1,Price,Other
64032,1,Price,Other
64033,1,Price,Other
64034,1,Price,Other
64036,1,Price,Other
64037,1,Price,Other
64038,1,Price,Other
64039,1,Price,Other
64041,1,Price,Other
64042,1,Price,Other
64043,1,Price,Other
64043,2,On Promotion,Promotion
64044,1,Price,Other
64044,2,On Promotion,Promotion
64045,1,Price,Other
64045,2,On Promotion,Promotion
64045,10,Other,Other
64046,1,Price,Other
64046,2,On Promotion,Promotion
64047,1,Price,Other
64048,1,Price,Other
64049,1,Price,Other
64049,2,On Promotion,Promotion
64050,2,On Promotion,Promotion
64051,1,Price,Other
64053,1,Price,Other
64054,2,On Promotion,Promotion
64055,1,Price,Other
64056,4,Television  Advertisement,Marketing
64057,1,Price,Other
64058,1,Price,Other
64059,1,Price,Other
64060,6,Review,Other
64061,1,Price,Other
64062,1,Price,Other
64064,1,Price,Other
64066,6,Review,Other
64067,1,Price,Other
64068,1,Price,Other
64068,2,On Promotion,Promotion
64069,1,Price,Other
64070,1,Price,Other
64070,2,On Promotion,Promotion
64071,1,Price,Other
64072,1,Price,Other
64072,2,On Promotion,Promotion
64073,1,Price,Other
64074,1,Price,Other
64075,1,Price,Other
64076,1,Price,Other
64077,1,Price,Other
64078,1,Price,Other
64079,1,Price,Other
64080,1,Price,Other
64081,1,Price,Other
64082,1,Price,Other
64082,10,Other,Other
64083,1,Price,Other
64084,6,Review,Other
64085,1,Price,Other
64086,6,Review,Other
64087,1,Price,Other
64088,1,Price,Other
64089,1,Price,Other
64090,1,Price,Other
64091,1,Price,Other
64092,1,Price,Other
64093,1,Price,Other
64094,1,Price,Other
64095,1,Price,Other
64096,1,Price,Other
64097,1,Price,Other
64097,10,Other,Other
64098,1,Price,Other
64099,1,Price,Other
64100,1,Price,Other
64101,1,Price,Other
64102,1,Price,Other
64103,1,Price,Other
64104,1,Price,Other
64105,1,Price,Other
64105,2,On Promotion,Promotion
64106,2,On Promotion,Promotion
64107,2,On Promotion,Promotion
64108,1,Price,Other
64112,1,Price,Other
64112,2,On Promotion,Promotion
64113,1,Price,Other
64113,2,On Promotion,Promotion
64115,1,Price,Other
64116,4,Television  Advertisement,Marketing
64117,1,Price,Other
64118,1,Price,Other
64119,1,Price,Other
64120,1,Price,Other
64121,1,Price,Other
64122,1,Price,Other
64122,10,Other,Other
64123,2,On Promotion,Promotion
64124,1,Price,Other
64125,1,Price,Other
64127,1,Price,Other
64127,2,On Promotion,Promotion
64128,1,Price,Other
64129,1,Price,Other
64130,1,Price,Other
64131,1,Price,Other
64132,1,Price,Other
64133,1,Price,Other
64134,1,Price,Other
64134,10,Other,Other
64135,4,Television  Advertisement,Marketing
64136,1,Price,Other
64137,1,Price,Other
64138,1,Price,Other
64139,6,Review,Other
64140,1,Price,Other
64141,1,Price,Other
64142,1,Price,Other
64143,1,Price,Other
64144,1,Price,Other
64144,10,Other,Other
64145,4,Television  Advertisement,Marketing
64146,1,Price,Other
64146,10,Other,Other
64147,1,Price,Other
64148,1,Price,Other
64149,1,Price,Other
64150,1,Price,Other
64151,1,Price,Other
64152,1,Price,Other
64153,1,Price,Other
64154,1,Price,Other
64155,1,Price,Other
64155,2,On Promotion,Promotion
64157,1,Price,Other
64158,6,Review,Other
64160,1,Price,Other
64161,1,Price,Other
64161,2,On Promotion,Promotion
64165,1,Price,Other
64166,1,Price,Other
64167,1,Price,Other
64168,1,Price,Other
64171,1,Price,Other
64172,6,Review,Other
64173,6,Review,Other
64176,1,Price,Other
64178,1,Price,Other
64178,10,Other,Other
64179,4,Television  Advertisement,Marketing
64180,1,Price,Other
64181,1,Price,Other
64182,1,Price,Other
64183,1,Price,Other
64184,1,Price,Other
64185,2,On Promotion,Promotion
64187,1,Price,Other
64187,2,On Promotion,Promotion
64188,1,Price,Other
64189,1,Price,Other
64190,1,Price,Other
64191,1,Price,Other
64192,1,Price,Other
64193,1,Price,Other
64194,1,Price,Other
64195,1,Price,Other
64196,1,Price,Other
64197,1,Price,Other
64197,10,Other,Other
64198,1,Price,Other
64199,1,Price,Other
64200,1,Price,Other
64201,1,Price,Other
64202,6,Review,Other
64203,1,Price,Other
64204,1,Price,Other
64204,10,Other,Other
64205,1,Price,Other
64205,10,Other,Other
64206,1,Price,Other
64207,1,Price,Other
64207,10,Other,Other
64208,1,Price,Other
64209,1,Price,Other
64210,4,Television  Advertisement,Marketing
64211,1,Price,Other
64212,1,Price,Other
64213,1,Price,Other
64214,1,Price,Other
64215,1,Price,Other
64216,1,Price,Other
64217,1,Price,Other
64220,6,Review,Other
64222,1,Price,Other
64224,1,Price,Other
64225,1,Price,Other
64225,10,Other,Other
64227,2,On Promotion,Promotion
64228,1,Price,Other
64228,2,On Promotion,Promotion
64229,1,Price,Other
64230,1,Price,Other
64230,2,On Promotion,Promotion
64231,5,Manufacturer,Other
64232,1,Price,Other
64232,2,On Promotion,Promotion
64233,1,Price,Other
64233,2,On Promotion,Promotion
64234,1,Price,Other
64236,1,Price,Other
64237,5,Manufacturer,Other
64238,1,Price,Other
64238,10,Other,Other
64239,1,Price,Other
64239,2,On Promotion,Promotion
64241,1,Price,Other
64241,2,On Promotion,Promotion
64242,5,Manufacturer,Other
64243,1,Price,Other
64245,1,Price,Other
64245,10,Other,Other
64246,1,Price,Other
64247,1,Price,Other
64248,1,Price,Other
64249,1,Price,Other
64249,2,On Promotion,Promotion
64250,1,Price,Other
64250,2,On Promotion,Promotion
64252,1,Price,Other
64254,4,Television  Advertisement,Marketing
64255,1,Price,Other
64256,1,Price,Other
64257,1,Price,Other
64258,1,Price,Other
64259,1,Price,Other
64260,1,Price,Other
64261,1,Price,Other
64262,1,Price,Other
64263,1,Price,Other
64264,1,Price,Other
64265,1,Price,Other
64266,1,Price,Other
64267,1,Price,Other
64268,1,Price,Other
64269,1,Price,Other
64270,1,Price,Other
64271,1,Price,Other
64272,1,Price,Other
64273,1,Price,Other
64274,1,Price,Other
64275,1,Price,Other
64276,1,Price,Other
64277,1,Price,Other
64278,1,Price,Other
64279,1,Price,Other
64280,1,Price,Other
64281,1,Price,Other
64284,1,Price,Other
64285,2,On Promotion,Promotion
64286,1,Price,Other
64286,2,On Promotion,Promotion
64287,1,Price,Other
64290,2,On Promotion,Promotion
64291,1,Price,Other
64292,1,Price,Other
64292,2,On Promotion,Promotion
64293,1,Price,Other
64293,2,On Promotion,Promotion
64294,1,Price,Other
64294,2,On Promotion,Promotion
64295,1,Price,Other
64296,1,Price,Other
64297,1,Price,Other
64298,1,Price,Other
64298,10,Other,Other
64299,1,Price,Other
64300,1,Price,Other
64301,1,Price,Other
64302,1,Price,Other
64303,1,Price,Other
64304,4,Television  Advertisement,Marketing
64304,10,Other,Other
64305,1,Price,Other
64307,1,Price,Other
64308,1,Price,Other
64309,1,Price,Other
64310,2,On Promotion,Promotion
64311,2,On Promotion,Promotion
64313,1,Price,Other
64314,1,Price,Other
64315,1,Price,Other
64316,1,Price,Other
64317,1,Price,Other
64318,1,Price,Other
64319,1,Price,Other
64320,4,Television  Advertisement,Marketing
64321,1,Price,Other
64322,1,Price,Other
64322,10,Other,Other
64323,1,Price,Other
64324,1,Price,Other
64326,1,Price,Other
64327,1,Price,Other
64328,1,Price,Other
64329,1,Price,Other
64330,1,Price,Other
64331,1,Price,Other
64332,1,Price,Other
64333,1,Price,Other
64333,10,Other,Other
64334,1,Price,Other
64335,1,Price,Other
64336,1,Price,Other
64337,1,Price,Other
64338,1,Price,Other
64339,1,Price,Other
64340,1,Price,Other
64341,1,Price,Other
64341,10,Other,Other
64342,1,Price,Other
64344,1,Price,Other
64346,1,Price,Other
64347,1,Price,Other
64347,10,Other,Other
64348,4,Television  Advertisement,Marketing
64349,1,Price,Other
64350,1,Price,Other
64351,1,Price,Other
64353,1,Price,Other
64354,1,Price,Other
64355,1,Price,Other
64357,1,Price,Other
64358,2,On Promotion,Promotion
64361,1,Price,Other
64362,1,Price,Other
64363,2,On Promotion,Promotion
64364,1,Price,Other
64365,1,Price,Other
64366,1,Price,Other
64366,2,On Promotion,Promotion
64367,1,Price,Other
64368,1,Price,Other
64369,1,Price,Other
64370,1,Price,Other
64370,10,Other,Other
64372,1,Price,Other
64373,1,Price,Other
64375,1,Price,Other
64376,1,Price,Other
64377,1,Price,Other
64378,1,Price,Other
64379,1,Price,Other
64380,1,Price,Other
64381,1,Price,Other
64382,1,Price,Other
64383,1,Price,Other
64384,1,Price,Other
64385,1,Price,Other
64386,1,Price,Other
64387,1,Price,Other
64388,1,Price,Other
64389,1,Price,Other
64390,1,Price,Other
64392,1,Price,Other
64393,1,Price,Other
64394,1,Price,Other
64395,1,Price,Other
64396,1,Price,Other
64397,1,Price,Other
64398,1,Price,Other
64398,10,Other,Other
64399,1,Price,Other
64400,1,Price,Other
64401,1,Price,Other
64402,1,Price,Other
64403,1,Price,Other
64404,1,Price,Other
64405,1,Price,Other
64406,1,Price,Other
64407,1,Price,Other
64408,1,Price,Other
64409,1,Price,Other
64410,1,Price,Other
64411,1,Price,Other
64412,1,Price,Other
64413,1,Price,Other
64414,1,Price,Other
64415,1,Price,Other
64415,10,Other,Other
64416,1,Price,Other
64417,1,Price,Other
64418,1,Price,Other
64419,1,Price,Other
64420,6,Review,Other
64421,4,Television  Advertisement,Marketing
64422,1,Price,Other
64422,2,On Promotion,Promotion
64424,2,On Promotion,Promotion
64425,1,Price,Other
64427,1,Price,Other
64428,1,Price,Other
64429,1,Price,Other
64430,1,Price,Other
64430,2,On Promotion,Promotion
64431,1,Price,Other
64433,1,Price,Other
64434,1,Price,Other
64435,2,On Promotion,Promotion
64436,2,On Promotion,Promotion
64438,1,Price,Other
64439,1,Price,Other
64440,5,Manufacturer,Other
64441,1,Price,Other
64443,1,Price,Other
64444,1,Price,Other
64445,2,On Promotion,Promotion
64446,1,Price,Other
64447,1,Price,Other
64447,2,On Promotion,Promotion
64448,1,Price,Other
64448,2,On Promotion,Promotion
64449,1,Price,Other
64451,5,Manufacturer,Other
64452,1,Price,Other
64453,1,Price,Other
64454,1,Price,Other
64455,1,Price,Other
64455,2,On Promotion,Promotion
64456,1,Price,Other
64457,1,Price,Other
64458,1,Price,Other
64458,10,Other,Other
64459,1,Price,Other
64459,10,Other,Other
64460,1,Price,Other
64461,1,Price,Other
64462,4,Television  Advertisement,Marketing
64463,1,Price,Other
64464,1,Price,Other
64465,1,Price,Other
64466,1,Price,Other
64467,1,Price,Other
64468,1,Price,Other
64469,1,Price,Other
64469,2,On Promotion,Promotion
64470,1,Price,Other
64471,1,Price,Other
64472,1,Price,Other
64473,1,Price,Other
64474,1,Price,Other
64475,1,Price,Other
64476,1,Price,Other
64477,1,Price,Other
64478,1,Price,Other
64479,1,Price,Other
64480,1,Price,Other
64481,1,Price,Other
64482,1,Price,Other
64483,1,Price,Other
64484,1,Price,Other
64485,1,Price,Other
64486,1,Price,Other
64487,1,Price,Other
64488,1,Price,Other
64489,1,Price,Other
64490,1,Price,Other
64491,1,Price,Other
64492,1,Price,Other
64493,1,Price,Other
64494,1,Price,Other
64495,1,Price,Other
64496,4,Television  Advertisement,Marketing
64497,1,Price,Other
64498,1,Price,Other
64499,1,Price,Other
64500,1,Price,Other
64501,1,Price,Other
64502,1,Price,Other
64503,1,Price,Other
64504,1,Price,Other
64505,2,On Promotion,Promotion
64508,1,Price,Other
64509,1,Price,Other
64510,1,Price,Other
64511,1,Price,Other
64512,1,Price,Other
64513,1,Price,Other
64514,1,Price,Other
64515,1,Price,Other
64515,2,On Promotion,Promotion
64515,10,Other,Other
64516,1,Price,Other
64516,2,On Promotion,Promotion
64517,1,Price,Other
64517,2,On Promotion,Promotion
64519,1,Price,Other
64520,1,Price,Other
64520,2,On Promotion,Promotion
64522,1,Price,Other
64522,2,On Promotion,Promotion
64523,1,Price,Other
64524,1,Price,Other
64524,2,On Promotion,Promotion
64525,1,Price,Other
64526,1,Price,Other
64527,1,Price,Other
64528,1,Price,Other
64529,1,Price,Other
64530,1,Price,Other
64531,4,Television  Advertisement,Marketing
64532,1,Price,Other
64533,1,Price,Other
64534,1,Price,Other
64535,1,Price,Other
64535,10,Other,Other
64536,1,Price,Other
64537,1,Price,Other
64538,1,Price,Other
64539,1,Price,Other
64540,1,Price,Other
64541,1,Price,Other
64541,10,Other,Other
64542,1,Price,Other
64542,2,On Promotion,Promotion
64543,1,Price,Other
