salesorderid,dia,mes,ano
58076,16,10,2013
58077,16,10,2013
58078,16,10,2013
58079,16,10,2013
58080,16,10,2013
58081,16,10,2013
58082,16,10,2013
58083,16,10,2013
58084,16,10,2013
58085,16,10,2013
58086,16,10,2013
58087,16,10,2013
58088,16,10,2013
58089,16,10,2013
58090,16,10,2013
58091,16,10,2013
58092,16,10,2013
58093,16,10,2013
58094,16,10,2013
58095,16,10,2013
58096,16,10,2013
58097,16,10,2013
58098,16,10,2013
58099,16,10,2013
58100,16,10,2013
58101,16,10,2013
58102,16,10,2013
58103,16,10,2013
58104,16,10,2013
58105,16,10,2013
58106,16,10,2013
58107,16,10,2013
58108,16,10,2013
58109,16,10,2013
58110,16,10,2013
58111,16,10,2013
58112,16,10,2013
58113,16,10,2013
58114,16,10,2013
58115,16,10,2013
58116,16,10,2013
58117,16,10,2013
58118,16,10,2013
58119,16,10,2013
58120,16,10,2013
58121,16,10,2013
58122,16,10,2013
58123,16,10,2013
58124,16,10,2013
58125,16,10,2013
58126,16,10,2013
58127,16,10,2013
58128,16,10,2013
58129,16,10,2013
58130,17,10,2013
58131,17,10,2013
58132,17,10,2013
58133,17,10,2013
58134,17,10,2013
58135,17,10,2013
58136,17,10,2013
58137,17,10,2013
58138,17,10,2013
58139,17,10,2013
58140,17,10,2013
58141,17,10,2013
58142,17,10,2013
58143,17,10,2013
58144,17,10,2013
58145,17,10,2013
58146,17,10,2013
58147,17,10,2013
58148,17,10,2013
58149,17,10,2013
58150,17,10,2013
58151,17,10,2013
58152,17,10,2013
58153,17,10,2013
58154,17,10,2013
58155,17,10,2013
58156,17,10,2013
58157,17,10,2013
58158,17,10,2013
58159,17,10,2013
58160,17,10,2013
58161,17,10,2013
58162,17,10,2013
58163,17,10,2013
58164,17,10,2013
58165,17,10,2013
58166,17,10,2013
58167,17,10,2013
58168,17,10,2013
58169,17,10,2013
58170,17,10,2013
58171,17,10,2013
58172,17,10,2013
58173,17,10,2013
58174,17,10,2013
58175,17,10,2013
58176,17,10,2013
58177,17,10,2013
58178,17,10,2013
58179,17,10,2013
58180,17,10,2013
58181,17,10,2013
58182,17,10,2013
58183,17,10,2013
58184,17,10,2013
58185,17,10,2013
58186,17,10,2013
58187,17,10,2013
58188,17,10,2013
58189,17,10,2013
58190,17,10,2013
58191,17,10,2013
58192,18,10,2013
58193,18,10,2013
58194,18,10,2013
58195,18,10,2013
58196,18,10,2013
58197,18,10,2013
58198,18,10,2013
58199,18,10,2013
58200,18,10,2013
58201,18,10,2013
58202,18,10,2013
58203,18,10,2013
58204,18,10,2013
58205,18,10,2013
58206,18,10,2013
58207,18,10,2013
58208,18,10,2013
58209,18,10,2013
58210,18,10,2013
58211,18,10,2013
58212,18,10,2013
58213,18,10,2013
58214,18,10,2013
58215,18,10,2013
58216,18,10,2013
58217,18,10,2013
58218,18,10,2013
58219,18,10,2013
58220,18,10,2013
58221,18,10,2013
58222,18,10,2013
58223,18,10,2013
58224,18,10,2013
58225,18,10,2013
58226,18,10,2013
58227,18,10,2013
58228,18,10,2013
58229,18,10,2013
58230,18,10,2013
58231,18,10,2013
58232,18,10,2013
58233,18,10,2013
58234,18,10,2013
58235,18,10,2013
58236,18,10,2013
58237,18,10,2013
58238,18,10,2013
58239,18,10,2013
58240,18,10,2013
58241,18,10,2013
58242,18,10,2013
58243,18,10,2013
58244,18,10,2013
58245,18,10,2013
58246,18,10,2013
58247,18,10,2013
58248,18,10,2013
58249,19,10,2013
58250,19,10,2013
58251,19,10,2013
58252,19,10,2013
58253,19,10,2013
58254,19,10,2013
58255,19,10,2013
58256,19,10,2013
58257,19,10,2013
58258,19,10,2013
58259,19,10,2013
58260,19,10,2013
58261,19,10,2013
58262,19,10,2013
58263,19,10,2013
58264,19,10,2013
58265,19,10,2013
58266,19,10,2013
58267,19,10,2013
58268,19,10,2013
58269,19,10,2013
58270,19,10,2013
58271,19,10,2013
58272,19,10,2013
58273,19,10,2013
58274,19,10,2013
58275,19,10,2013
58276,19,10,2013
58277,19,10,2013
58278,19,10,2013
58279,19,10,2013
58280,19,10,2013
58281,19,10,2013
58282,19,10,2013
58283,19,10,2013
58284,19,10,2013
58285,19,10,2013
58286,19,10,2013
58287,19,10,2013
58288,20,10,2013
58289,20,10,2013
58290,20,10,2013
58291,20,10,2013
58292,20,10,2013
58293,20,10,2013
58294,20,10,2013
58295,20,10,2013
58296,20,10,2013
58297,20,10,2013
58298,20,10,2013
58299,20,10,2013
58300,20,10,2013
58301,20,10,2013
58302,20,10,2013
58303,20,10,2013
58304,20,10,2013
58305,20,10,2013
58306,20,10,2013
58307,20,10,2013
58308,20,10,2013
58309,20,10,2013
58310,20,10,2013
58311,20,10,2013
58312,20,10,2013
58313,20,10,2013
58314,20,10,2013
58315,20,10,2013
58316,20,10,2013
58317,20,10,2013
58318,20,10,2013
58319,20,10,2013
58320,20,10,2013
58321,20,10,2013
58322,20,10,2013
58323,20,10,2013
58324,20,10,2013
58325,20,10,2013
58326,20,10,2013
58327,20,10,2013
58328,20,10,2013
58329,20,10,2013
58330,20,10,2013
58331,20,10,2013
58332,20,10,2013
58333,20,10,2013
58334,20,10,2013
58335,20,10,2013
58336,20,10,2013
58337,20,10,2013
58338,20,10,2013
58339,20,10,2013
58340,20,10,2013
58341,20,10,2013
58342,20,10,2013
58343,20,10,2013
58344,20,10,2013
58345,20,10,2013
58346,20,10,2013
58347,20,10,2013
58348,20,10,2013
58349,20,10,2013
58350,21,10,2013
58351,21,10,2013
58352,21,10,2013
58353,21,10,2013
58354,21,10,2013
58355,21,10,2013
58356,21,10,2013
58357,21,10,2013
58358,21,10,2013
58359,21,10,2013
58360,21,10,2013
58361,21,10,2013
58362,21,10,2013
58363,21,10,2013
58364,21,10,2013
58365,21,10,2013
58366,21,10,2013
58367,21,10,2013
58368,21,10,2013
58369,21,10,2013
58370,21,10,2013
58371,21,10,2013
58372,21,10,2013
58373,21,10,2013
58374,21,10,2013
58375,21,10,2013
58376,21,10,2013
58377,21,10,2013
58378,21,10,2013
58379,21,10,2013
58380,21,10,2013
58381,21,10,2013
58382,21,10,2013
58383,21,10,2013
58384,21,10,2013
58385,21,10,2013
58386,21,10,2013
58387,21,10,2013
58388,21,10,2013
58389,21,10,2013
58390,21,10,2013
58391,21,10,2013
58392,21,10,2013
58393,21,10,2013
58394,21,10,2013
58395,21,10,2013
58396,21,10,2013
58397,21,10,2013
58398,21,10,2013
58399,21,10,2013
58400,21,10,2013
58401,21,10,2013
58402,21,10,2013
58403,21,10,2013
58404,21,10,2013
58405,21,10,2013
58406,21,10,2013
58407,21,10,2013
58408,21,10,2013
58409,21,10,2013
58410,21,10,2013
58411,21,10,2013
58412,21,10,2013
58413,21,10,2013
58414,21,10,2013
58415,22,10,2013
58416,22,10,2013
58417,22,10,2013
58418,22,10,2013
58419,22,10,2013
58420,22,10,2013
58421,22,10,2013
58422,22,10,2013
58423,22,10,2013
58424,22,10,2013
58425,22,10,2013
58426,22,10,2013
58427,22,10,2013
58428,22,10,2013
58429,22,10,2013
58430,22,10,2013
58431,22,10,2013
58432,22,10,2013
58433,22,10,2013
58434,22,10,2013
58435,22,10,2013
58436,22,10,2013
58437,22,10,2013
58438,22,10,2013
58439,22,10,2013
58440,22,10,2013
58441,22,10,2013
58442,22,10,2013
58443,22,10,2013
58444,22,10,2013
58445,22,10,2013
58446,22,10,2013
58447,22,10,2013
58448,22,10,2013
58449,22,10,2013
58450,22,10,2013
58451,22,10,2013
58452,22,10,2013
58453,22,10,2013
58454,22,10,2013
58455,22,10,2013
58456,22,10,2013
58457,22,10,2013
58458,22,10,2013
58459,22,10,2013
58460,22,10,2013
58461,22,10,2013
58462,22,10,2013
58463,22,10,2013
58464,22,10,2013
58465,22,10,2013
58466,22,10,2013
58467,22,10,2013
58468,22,10,2013
58469,23,10,2013
58470,23,10,2013
58471,23,10,2013
58472,23,10,2013
58473,23,10,2013
58474,23,10,2013
58475,23,10,2013
58476,23,10,2013
58477,23,10,2013
58478,23,10,2013
58479,23,10,2013
58480,23,10,2013
58481,23,10,2013
58482,23,10,2013
58483,23,10,2013
58484,23,10,2013
58485,23,10,2013
58486,23,10,2013
58487,23,10,2013
58488,23,10,2013
58489,23,10,2013
58490,23,10,2013
58491,23,10,2013
58492,23,10,2013
58493,23,10,2013
58494,23,10,2013
58495,23,10,2013
58496,23,10,2013
58497,23,10,2013
58498,23,10,2013
58499,23,10,2013
58500,23,10,2013
58501,23,10,2013
58502,23,10,2013
58503,23,10,2013
58504,23,10,2013
58505,23,10,2013
58506,23,10,2013
58507,23,10,2013
58508,23,10,2013
58509,23,10,2013
58510,23,10,2013
58511,23,10,2013
58512,23,10,2013
58513,23,10,2013
58514,23,10,2013
58515,23,10,2013
58516,23,10,2013
58517,23,10,2013
58518,23,10,2013
58519,23,10,2013
58520,23,10,2013
58521,23,10,2013
58522,23,10,2013
58523,23,10,2013
58524,23,10,2013
58525,23,10,2013
58526,23,10,2013
58527,23,10,2013
58528,23,10,2013
58529,23,10,2013
58530,23,10,2013
58531,23,10,2013
58532,23,10,2013
58533,23,10,2013
58534,23,10,2013
58535,23,10,2013
58536,23,10,2013
58537,23,10,2013
58538,23,10,2013
58539,23,10,2013
58540,23,10,2013
58541,24,10,2013
58542,24,10,2013
58543,24,10,2013
58544,24,10,2013
58545,24,10,2013
58546,24,10,2013
58547,24,10,2013
58548,24,10,2013
58549,24,10,2013
58550,24,10,2013
58551,24,10,2013
58552,24,10,2013
58553,24,10,2013
58554,24,10,2013
58555,24,10,2013
58556,24,10,2013
58557,24,10,2013
58558,24,10,2013
58559,24,10,2013
58560,24,10,2013
58561,24,10,2013
58562,24,10,2013
58563,24,10,2013
58564,24,10,2013
58565,24,10,2013
58566,24,10,2013
58567,24,10,2013
58568,24,10,2013
58569,24,10,2013
58570,24,10,2013
58571,24,10,2013
58572,24,10,2013
58573,24,10,2013
58574,24,10,2013
58575,24,10,2013
58576,24,10,2013
58577,24,10,2013
58578,24,10,2013
58579,24,10,2013
58580,24,10,2013
58581,24,10,2013
58582,24,10,2013
58583,24,10,2013
58584,24,10,2013
58585,25,10,2013
58586,25,10,2013
58587,25,10,2013
58588,25,10,2013
58589,25,10,2013
58590,25,10,2013
58591,25,10,2013
58592,25,10,2013
58593,25,10,2013
58594,25,10,2013
58595,25,10,2013
58596,25,10,2013
58597,25,10,2013
58598,25,10,2013
58599,25,10,2013
58600,25,10,2013
58601,25,10,2013
58602,25,10,2013
58603,25,10,2013
58604,25,10,2013
58605,25,10,2013
58606,25,10,2013
58607,25,10,2013
58608,25,10,2013
58609,25,10,2013
58610,25,10,2013
58611,25,10,2013
58612,25,10,2013
58613,25,10,2013
58614,25,10,2013
58615,25,10,2013
58616,25,10,2013
58617,25,10,2013
58618,25,10,2013
58619,25,10,2013
58620,25,10,2013
58621,25,10,2013
58622,25,10,2013
58623,25,10,2013
58624,25,10,2013
58625,25,10,2013
58626,25,10,2013
58627,25,10,2013
58628,25,10,2013
58629,25,10,2013
58630,25,10,2013
58631,25,10,2013
58632,25,10,2013
58633,25,10,2013
58634,25,10,2013
58635,25,10,2013
58636,25,10,2013
58637,25,10,2013
58638,25,10,2013
58639,25,10,2013
58640,26,10,2013
58641,26,10,2013
58642,26,10,2013
58643,26,10,2013
58644,26,10,2013
58645,26,10,2013
58646,26,10,2013
58647,26,10,2013
58648,26,10,2013
58649,26,10,2013
58650,26,10,2013
58651,26,10,2013
58652,26,10,2013
58653,26,10,2013
58654,26,10,2013
58655,26,10,2013
58656,26,10,2013
58657,26,10,2013
58658,26,10,2013
58659,26,10,2013
58660,26,10,2013
58661,26,10,2013
58662,26,10,2013
58663,26,10,2013
58664,26,10,2013
58665,26,10,2013
58666,26,10,2013
58667,26,10,2013
58668,26,10,2013
58669,26,10,2013
58670,26,10,2013
58671,26,10,2013
58672,26,10,2013
58673,26,10,2013
58674,26,10,2013
58675,26,10,2013
58676,26,10,2013
58677,26,10,2013
58678,26,10,2013
58679,26,10,2013
58680,26,10,2013
58681,26,10,2013
58682,26,10,2013
58683,26,10,2013
58684,26,10,2013
58685,26,10,2013
58686,26,10,2013
58687,26,10,2013
58688,26,10,2013
58689,26,10,2013
58690,26,10,2013
58691,26,10,2013
58692,26,10,2013
58693,26,10,2013
58694,26,10,2013
58695,26,10,2013
58696,26,10,2013
58697,26,10,2013
58698,26,10,2013
58699,26,10,2013
58700,26,10,2013
58701,26,10,2013
58702,27,10,2013
58703,27,10,2013
58704,27,10,2013
58705,27,10,2013
58706,27,10,2013
58707,27,10,2013
58708,27,10,2013
58709,27,10,2013
58710,27,10,2013
58711,27,10,2013
58712,27,10,2013
58713,27,10,2013
58714,27,10,2013
58715,27,10,2013
58716,27,10,2013
58717,27,10,2013
58718,27,10,2013
58719,27,10,2013
58720,27,10,2013
58721,27,10,2013
58722,27,10,2013
58723,27,10,2013
58724,27,10,2013
58725,27,10,2013
58726,27,10,2013
58727,27,10,2013
58728,27,10,2013
58729,27,10,2013
58730,27,10,2013
58731,27,10,2013
58732,27,10,2013
58733,27,10,2013
58734,27,10,2013
58735,27,10,2013
58736,27,10,2013
58737,27,10,2013
58738,27,10,2013
58739,27,10,2013
58740,27,10,2013
58741,27,10,2013
58742,27,10,2013
58743,27,10,2013
58744,27,10,2013
58745,27,10,2013
58746,27,10,2013
58747,27,10,2013
58748,27,10,2013
58749,27,10,2013
58750,27,10,2013
58751,27,10,2013
58752,27,10,2013
58753,27,10,2013
58754,27,10,2013
58755,27,10,2013
58756,27,10,2013
58757,27,10,2013
58758,27,10,2013
58759,27,10,2013
58760,27,10,2013
58761,27,10,2013
58762,27,10,2013
58763,27,10,2013
58764,27,10,2013
58765,27,10,2013
58766,27,10,2013
58767,27,10,2013
58768,27,10,2013
58769,27,10,2013
58770,27,10,2013
58771,27,10,2013
58772,27,10,2013
58773,27,10,2013
58774,27,10,2013
58775,27,10,2013
58776,27,10,2013
58777,28,10,2013
58778,28,10,2013
58779,28,10,2013
58780,28,10,2013
58781,28,10,2013
58782,28,10,2013
58783,28,10,2013
58784,28,10,2013
58785,28,10,2013
58786,28,10,2013
58787,28,10,2013
58788,28,10,2013
58789,28,10,2013
58790,28,10,2013
58791,28,10,2013
58792,28,10,2013
58793,28,10,2013
58794,28,10,2013
58795,28,10,2013
58796,28,10,2013
58797,28,10,2013
58798,28,10,2013
58799,28,10,2013
58800,28,10,2013
58801,28,10,2013
58802,28,10,2013
58803,28,10,2013
58804,28,10,2013
58805,28,10,2013
58806,28,10,2013
58807,28,10,2013
58808,28,10,2013
58809,28,10,2013
58810,28,10,2013
58811,28,10,2013
58812,28,10,2013
58813,28,10,2013
58814,28,10,2013
58815,28,10,2013
58816,28,10,2013
58817,28,10,2013
58818,28,10,2013
58819,28,10,2013
58820,28,10,2013
58821,28,10,2013
58822,28,10,2013
58823,28,10,2013
58824,28,10,2013
58825,28,10,2013
58826,28,10,2013
58827,28,10,2013
58828,28,10,2013
58829,28,10,2013
58830,28,10,2013
58831,28,10,2013
58832,28,10,2013
58833,28,10,2013
58834,28,10,2013
58835,28,10,2013
58836,28,10,2013
58837,28,10,2013
58838,28,10,2013
58839,29,10,2013
58840,29,10,2013
58841,29,10,2013
58842,29,10,2013
58843,29,10,2013
58844,29,10,2013
58845,29,10,2013
58846,29,10,2013
58847,29,10,2013
58848,29,10,2013
58849,29,10,2013
58850,29,10,2013
58851,29,10,2013
58852,29,10,2013
58853,29,10,2013
58854,29,10,2013
58855,29,10,2013
58856,29,10,2013
58857,29,10,2013
58858,29,10,2013
58859,29,10,2013
58860,29,10,2013
58861,29,10,2013
58862,29,10,2013
58863,29,10,2013
58864,29,10,2013
58865,29,10,2013
58866,29,10,2013
58867,29,10,2013
58868,29,10,2013
58869,29,10,2013
58870,29,10,2013
58871,29,10,2013
58872,29,10,2013
58873,29,10,2013
58874,29,10,2013
58875,29,10,2013
58876,29,10,2013
58877,29,10,2013
58878,29,10,2013
58879,29,10,2013
58880,29,10,2013
58881,29,10,2013
58882,29,10,2013
58883,29,10,2013
58884,29,10,2013
58885,29,10,2013
58886,29,10,2013
58887,29,10,2013
58888,29,10,2013
58889,29,10,2013
58890,29,10,2013
58891,29,10,2013
58892,29,10,2013
58893,29,10,2013
58894,29,10,2013
58895,29,10,2013
58896,29,10,2013
58897,29,10,2013
58898,29,10,2013
58899,29,10,2013
58900,29,10,2013
58901,30,10,2013
58902,30,10,2013
58903,30,10,2013
58904,30,10,2013
58905,30,10,2013
58906,30,10,2013
58907,30,10,2013
58908,30,10,2013
58909,30,10,2013
58910,30,10,2013
58911,30,10,2013
58912,30,10,2013
58913,30,10,2013
58914,30,10,2013
58915,30,10,2013
58916,30,10,2013
58917,30,10,2013
58918,30,10,2013
58919,30,10,2013
58920,30,10,2013
58921,30,10,2013
58922,30,10,2013
58923,30,10,2013
58924,30,10,2013
58925,30,10,2013
58926,30,10,2013
58927,30,10,2013
58928,30,10,2013
58929,30,10,2013
58930,30,10,2013
58931,30,10,2013
58932,30,10,2013
58933,30,10,2013
58934,30,10,2013
58935,30,10,2013
58936,30,10,2013
58937,30,10,2013
58938,30,10,2013
58939,30,10,2013
58940,30,10,2013
58941,30,10,2013
58942,30,10,2013
58943,30,10,2013
58944,30,10,2013
58945,30,10,2013
58946,30,10,2013
58947,30,10,2013
58948,30,10,2013
58949,30,10,2013
58950,30,10,2013
58951,30,10,2013
58952,30,10,2013
58953,30,10,2013
58954,30,10,2013
58955,30,10,2013
58956,30,10,2013
58957,30,10,2013
58958,30,10,2013
58959,30,10,2013
58960,30,10,2013
58961,30,10,2013
58962,30,10,2013
58963,30,10,2013
58964,30,10,2013
58965,30,10,2013
58966,30,10,2013
58967,30,10,2013
58968,30,10,2013
58969,30,10,2013
58970,30,10,2013
58971,30,10,2013
58972,30,10,2013
58973,30,10,2013
58974,30,10,2013
58975,30,10,2013
58976,30,10,2013
58977,30,10,2013
58978,30,10,2013
58979,30,10,2013
58980,30,10,2013
58981,30,10,2013
58982,30,10,2013
58983,30,10,2013
58984,30,10,2013
58985,30,10,2013
58986,30,10,2013
58987,30,10,2013
58988,30,10,2013
58989,30,10,2013
58990,30,10,2013
58991,30,10,2013
58992,30,10,2013
58993,30,10,2013
58994,30,10,2013
58995,30,10,2013
58996,30,10,2013
58997,30,10,2013
58998,30,10,2013
58999,30,10,2013
59000,30,10,2013
59001,30,10,2013
59002,30,10,2013
59003,30,10,2013
59004,30,10,2013
59005,30,10,2013
59006,30,10,2013
59007,30,10,2013
59008,30,10,2013
59009,30,10,2013
59010,30,10,2013
59011,30,10,2013
59012,30,10,2013
59013,30,10,2013
59014,30,10,2013
59015,30,10,2013
59016,30,10,2013
59017,30,10,2013
59018,30,10,2013
59019,30,10,2013
59020,30,10,2013
59021,30,10,2013
59022,30,10,2013
59023,30,10,2013
59024,30,10,2013
59025,30,10,2013
59026,30,10,2013
59027,30,10,2013
59028,30,10,2013
59029,30,10,2013
59030,30,10,2013
59031,30,10,2013
59032,30,10,2013
59033,30,10,2013
59034,30,10,2013
59035,30,10,2013
59036,30,10,2013
59037,30,10,2013
59038,30,10,2013
59039,30,10,2013
59040,30,10,2013
59041,30,10,2013
59042,30,10,2013
59043,30,10,2013
59044,30,10,2013
59045,30,10,2013
59046,30,10,2013
59047,30,10,2013
59048,30,10,2013
59049,30,10,2013
59050,30,10,2013
59051,30,10,2013
59052,30,10,2013
59053,30,10,2013
59054,30,10,2013
59055,30,10,2013
59056,30,10,2013
59057,30,10,2013
59058,30,10,2013
59059,30,10,2013
59060,30,10,2013
59061,30,10,2013
59062,30,10,2013
59063,30,10,2013
59064,30,10,2013
59065,30,10,2013
59066,30,10,2013
59067,30,10,2013
59068,30,10,2013
59069,30,10,2013
59070,30,10,2013
59071,30,10,2013
59072,30,10,2013
59073,30,10,2013
59074,30,10,2013
59075,30,10,2013
59076,30,10,2013
59077,30,10,2013
59078,30,10,2013
59079,30,10,2013
59080,30,10,2013
59081,30,10,2013
59082,30,10,2013
59083,30,10,2013
59084,30,10,2013
59085,30,10,2013
59086,30,10,2013
59087,30,10,2013
59088,30,10,2013
59089,30,10,2013
59090,30,10,2013
59091,30,10,2013
59092,30,10,2013
59093,30,10,2013
59094,30,10,2013
59095,30,10,2013
59096,30,10,2013
59097,30,10,2013
59098,30,10,2013
59099,30,10,2013
59100,30,10,2013
59101,30,10,2013
59102,30,10,2013
59103,30,10,2013
59104,30,10,2013
59105,30,10,2013
59106,30,10,2013
59107,30,10,2013
59108,30,10,2013
59109,30,10,2013
59110,30,10,2013
59111,30,10,2013
59112,30,10,2013
59113,30,10,2013
59114,30,10,2013
59115,30,10,2013
59116,30,10,2013
59117,30,10,2013
59118,30,10,2013
59119,30,10,2013
59120,30,10,2013
59121,30,10,2013
59122,30,10,2013
59123,30,10,2013
59124,30,10,2013
59125,30,10,2013
59126,30,10,2013
59127,30,10,2013
59128,30,10,2013
59129,30,10,2013
59130,30,10,2013
59131,30,10,2013
59132,30,10,2013
59133,30,10,2013
59134,30,10,2013
59135,30,10,2013
59136,30,10,2013
59137,30,10,2013
59138,30,10,2013
59139,30,10,2013
59140,30,10,2013
59141,30,10,2013
59142,30,10,2013
59143,31,10,2013
59144,31,10,2013
59145,31,10,2013
59146,31,10,2013
59147,31,10,2013
59148,31,10,2013
59149,31,10,2013
59150,31,10,2013
59151,31,10,2013
59152,31,10,2013
59153,31,10,2013
59154,31,10,2013
59155,31,10,2013
59156,31,10,2013
59157,31,10,2013
59158,31,10,2013
59159,31,10,2013
59160,31,10,2013
59161,31,10,2013
59162,31,10,2013
59163,31,10,2013
59164,31,10,2013
59165,31,10,2013
59166,31,10,2013
59167,31,10,2013
59168,31,10,2013
59169,31,10,2013
59170,31,10,2013
59171,31,10,2013
59172,31,10,2013
59173,31,10,2013
59174,31,10,2013
59175,31,10,2013
59176,31,10,2013
59177,31,10,2013
59178,31,10,2013
59179,31,10,2013
59180,31,10,2013
59181,31,10,2013
59182,31,10,2013
59183,31,10,2013
59184,31,10,2013
59185,31,10,2013
59186,31,10,2013
59187,31,10,2013
59188,31,10,2013
59189,31,10,2013
59190,31,10,2013
59191,31,10,2013
59192,31,10,2013
59193,31,10,2013
59194,31,10,2013
59195,31,10,2013
59196,31,10,2013
59197,31,10,2013
59198,31,10,2013
59199,31,10,2013
59200,31,10,2013
59201,31,10,2013
59202,31,10,2013
59203,31,10,2013
59204,31,10,2013
59205,31,10,2013
59206,31,10,2013
59207,31,10,2013
59208,31,10,2013
59209,31,10,2013
59210,1,11,2013
59211,1,11,2013
59212,1,11,2013
59213,1,11,2013
59214,1,11,2013
59215,1,11,2013
59216,1,11,2013
59217,1,11,2013
59218,1,11,2013
59219,1,11,2013
59220,1,11,2013
59221,1,11,2013
59222,1,11,2013
59223,1,11,2013
59224,1,11,2013
59225,1,11,2013
59226,1,11,2013
59227,1,11,2013
59228,1,11,2013
59229,1,11,2013
59230,1,11,2013
59231,1,11,2013
59232,1,11,2013
59233,1,11,2013
59234,1,11,2013
59235,1,11,2013
59236,1,11,2013
59237,1,11,2013
59238,1,11,2013
59239,1,11,2013
59240,1,11,2013
59241,1,11,2013
59242,1,11,2013
59243,1,11,2013
59244,1,11,2013
59245,1,11,2013
59246,1,11,2013
59247,1,11,2013
59248,1,11,2013
59249,1,11,2013
59250,1,11,2013
59251,1,11,2013
59252,1,11,2013
59253,1,11,2013
59254,1,11,2013
59255,1,11,2013
59256,1,11,2013
59257,1,11,2013
59258,1,11,2013
59259,1,11,2013
59260,1,11,2013
59261,1,11,2013
59262,1,11,2013
59263,1,11,2013
59264,1,11,2013
59265,1,11,2013
59266,1,11,2013
59267,1,11,2013
59268,1,11,2013
59269,1,11,2013
59270,1,11,2013
59271,1,11,2013
59272,2,11,2013
59273,2,11,2013
59274,2,11,2013
59275,2,11,2013
59276,2,11,2013
59277,2,11,2013
59278,2,11,2013
59279,2,11,2013
59280,2,11,2013
59281,2,11,2013
59282,2,11,2013
59283,2,11,2013
59284,2,11,2013
59285,2,11,2013
59286,2,11,2013
59287,2,11,2013
59288,2,11,2013
59289,2,11,2013
59290,2,11,2013
59291,2,11,2013
59292,2,11,2013
59293,2,11,2013
59294,2,11,2013
59295,2,11,2013
59296,2,11,2013
59297,2,11,2013
59298,2,11,2013
59299,2,11,2013
59300,2,11,2013
59301,2,11,2013
59302,2,11,2013
59303,2,11,2013
59304,2,11,2013
59305,2,11,2013
59306,2,11,2013
59307,2,11,2013
59308,2,11,2013
59309,2,11,2013
59310,2,11,2013
59311,2,11,2013
59312,2,11,2013
59313,2,11,2013
59314,2,11,2013
59315,2,11,2013
59316,2,11,2013
59317,2,11,2013
59318,2,11,2013
59319,2,11,2013
59320,2,11,2013
59321,2,11,2013
59322,2,11,2013
59323,2,11,2013
59324,2,11,2013
59325,2,11,2013
59326,2,11,2013
59327,2,11,2013
59328,2,11,2013
59329,2,11,2013
59330,2,11,2013
59331,2,11,2013
59332,2,11,2013
59333,2,11,2013
59334,2,11,2013
59335,2,11,2013
59336,2,11,2013
59337,2,11,2013
59338,2,11,2013
59339,2,11,2013
59340,2,11,2013
59341,2,11,2013
59342,2,11,2013
59343,3,11,2013
59344,3,11,2013
59345,3,11,2013
59346,3,11,2013
59347,3,11,2013
59348,3,11,2013
59349,3,11,2013
59350,3,11,2013
59351,3,11,2013
59352,3,11,2013
59353,3,11,2013
59354,3,11,2013
59355,3,11,2013
59356,3,11,2013
59357,3,11,2013
59358,3,11,2013
59359,3,11,2013
59360,3,11,2013
59361,3,11,2013
59362,3,11,2013
59363,3,11,2013
59364,3,11,2013
59365,3,11,2013
59366,3,11,2013
59367,3,11,2013
59368,3,11,2013
59369,3,11,2013
59370,3,11,2013
59371,3,11,2013
59372,3,11,2013
59373,3,11,2013
59374,3,11,2013
59375,3,11,2013
59376,3,11,2013
59377,3,11,2013
59378,3,11,2013
59379,3,11,2013
59380,3,11,2013
59381,3,11,2013
59382,3,11,2013
59383,3,11,2013
59384,3,11,2013
59385,3,11,2013
59386,3,11,2013
59387,3,11,2013
59388,3,11,2013
59389,3,11,2013
59390,3,11,2013
59391,3,11,2013
59392,3,11,2013
59393,3,11,2013
59394,3,11,2013
59395,3,11,2013
59396,3,11,2013
59397,3,11,2013
59398,3,11,2013
59399,3,11,2013
59400,3,11,2013
59401,3,11,2013
59402,3,11,2013
59403,3,11,2013
59404,3,11,2013
59405,3,11,2013
59406,3,11,2013
59407,4,11,2013
59408,4,11,2013
59409,4,11,2013
59410,4,11,2013
59411,4,11,2013
59412,4,11,2013
59413,4,11,2013
59414,4,11,2013
59415,4,11,2013
59416,4,11,2013
59417,4,11,2013
59418,4,11,2013
59419,4,11,2013
59420,4,11,2013
59421,4,11,2013
59422,4,11,2013
59423,4,11,2013
59424,4,11,2013
59425,4,11,2013
59426,4,11,2013
59427,4,11,2013
59428,4,11,2013
59429,4,11,2013
59430,4,11,2013
59431,4,11,2013
59432,4,11,2013
59433,4,11,2013
59434,4,11,2013
59435,4,11,2013
59436,4,11,2013
59437,4,11,2013
59438,4,11,2013
59439,4,11,2013
59440,4,11,2013
59441,4,11,2013
59442,4,11,2013
59443,4,11,2013
59444,4,11,2013
59445,4,11,2013
59446,4,11,2013
59447,4,11,2013
59448,4,11,2013
59449,4,11,2013
59450,4,11,2013
59451,4,11,2013
59452,4,11,2013
59453,4,11,2013
59454,4,11,2013
59455,4,11,2013
59456,4,11,2013
59457,4,11,2013
59458,4,11,2013
59459,4,11,2013
59460,4,11,2013
59461,4,11,2013
59462,4,11,2013
59463,4,11,2013
59464,4,11,2013
59465,4,11,2013
59466,4,11,2013
59467,4,11,2013
59468,4,11,2013
59469,4,11,2013
59470,4,11,2013
59471,4,11,2013
59472,4,11,2013
59473,4,11,2013
