customerid,personid,storeid,territoryid,rowguid,modifieddate
18773,6807,None,4,60eec478-0474-4906-af69-cde890722e69,2014-09-12 11:15:07.263000
18774,6615,None,4,0389f7cd-c3c6-4bd7-94aa-225f371457d2,2014-09-12 11:15:07.263000
18775,8736,None,1,cad5a070-66a0-4ec9-99cd-d34a49d52982,2014-09-12 11:15:07.263000
18776,17565,None,4,6b302e7e-fc25-4e49-94c1-c25bda8e8a44,2014-09-12 11:15:07.263000
18777,4551,None,4,2d6fe534-61ad-47b5-ba21-71950a451c30,2014-09-12 11:15:07.263000
18778,13565,None,4,16863dd2-0153-4ae5-9385-8d4b271b13c0,2014-09-12 11:15:07.263000
18779,16621,None,4,b87714ba-ca3e-48af-92e6-53b5e53b715b,2014-09-12 11:15:07.263000
18780,16453,None,4,b69013b8-760c-43c9-8779-1e77a2bad553,2014-09-12 11:15:07.263000
18781,17249,None,4,da70da33-145c-4a3d-b50b-48c592828132,2014-09-12 11:15:07.263000
18782,15431,None,4,6a8a4c3e-ccce-42af-aea7-8f40acfc72b9,2014-09-12 11:15:07.263000
18783,18740,None,1,38573647-9b7f-47d1-b02d-4a1b9130eea4,2014-09-12 11:15:07.263000
18784,7936,None,4,f06bb89b-0683-4531-b302-9dd6bb922324,2014-09-12 11:15:07.263000
18785,8891,None,6,ab16a89c-a2fa-41a8-858d-82a9148eeddc,2014-09-12 11:15:07.263000
18786,2568,None,4,af6af2d7-88c5-4510-88af-7dcb44e0feae,2014-09-12 11:15:07.263000
18787,7302,None,1,529901fc-2a94-4914-9c18-0a2803db7286,2014-09-12 11:15:07.263000
18788,12338,None,6,00c01db4-319d-43f5-8a4f-a82942f8c1dd,2014-09-12 11:15:07.263000
18789,4326,None,1,94ce6abc-1d74-4c24-8509-a3e8aef93d5d,2014-09-12 11:15:07.263000
18790,11057,None,1,b6e4761d-f055-4283-ae96-ab6c75ed822c,2014-09-12 11:15:07.263000
18791,19085,None,1,6071d567-15de-4599-9161-860e1d92533d,2014-09-12 11:15:07.263000
18792,8164,None,1,f58192ff-8da2-4337-b276-99b9a1c9cbd3,2014-09-12 11:15:07.263000
18793,14764,None,9,dc5d7f43-f963-4c56-b1dc-be927b653b6e,2014-09-12 11:15:07.263000
18794,18872,None,4,fd6da415-d6bd-4e13-afc4-955fbbef6fc7,2014-09-12 11:15:07.263000
18795,5965,None,6,9e674267-8cd6-4e0d-926d-582868d43cb5,2014-09-12 11:15:07.263000
18796,6884,None,9,b4093581-9a5d-4168-9fed-0f985f44457d,2014-09-12 11:15:07.263000
18797,15073,None,1,b0655138-67b6-495c-b6f6-64cbc9fbd4ef,2014-09-12 11:15:07.263000
18798,10961,None,4,0e0790f8-a345-43be-a1f1-004640e21ab6,2014-09-12 11:15:07.263000
18799,18709,None,4,fc0aa7cb-129d-491e-b513-7e3ee163f92d,2014-09-12 11:15:07.263000
18800,9642,None,1,0541449e-5ed6-44b9-aef3-447898d9f3f7,2014-09-12 11:15:07.263000
18801,12211,None,4,318f5607-3754-431b-99e7-c6f2b2888a86,2014-09-12 11:15:07.263000
18802,16784,None,1,5633e2d6-813c-42ca-bc9a-7de6d9ff4da0,2014-09-12 11:15:07.263000
18803,3614,None,1,032fe2c6-71b7-4cb8-a358-2e11f1a30c9f,2014-09-12 11:15:07.263000
18804,5503,None,4,63152b0e-5c90-4b54-b98a-3ccbf5535338,2014-09-12 11:15:07.263000
18805,16412,None,1,4ca99999-a1ad-47ba-87a5-c2081a00f04b,2014-09-12 11:15:07.263000
18806,20584,None,1,ad523978-dac1-472b-8a08-d4e43a5fe0ba,2014-09-12 11:15:07.263000
18807,13137,None,4,edbee424-59b4-4ed3-ba69-1425b483429d,2014-09-12 11:15:07.263000
18808,10055,None,4,eee323cf-c1a3-4133-b23f-1943b03b83aa,2014-09-12 11:15:07.263000
18809,17101,None,1,272d1461-bdd3-494d-a1bc-136b1ff153a0,2014-09-12 11:15:07.263000
18810,19160,None,1,2675255b-ddc7-4d13-b7c3-610d9b6b37f8,2014-09-12 11:15:07.263000
18811,5995,None,6,77b6f4c7-5124-4744-a133-35d0c72aca89,2014-09-12 11:15:07.263000
18812,16845,None,6,5ba4afc4-8c50-4a54-aa09-ad142cf0ad2d,2014-09-12 11:15:07.263000
18813,14319,None,1,f239cdf9-f5fd-42d8-9f5c-5c7486554c29,2014-09-12 11:15:07.263000
18814,16730,None,1,718baddc-666a-496f-b9ec-deaaab1915b9,2014-09-12 11:15:07.263000
18815,3917,None,1,ca63d9dc-dd26-4710-9d4f-1882abdd1cd1,2014-09-12 11:15:07.263000
18816,12124,None,1,20538f60-71c9-46ea-9c56-a026cd956e29,2014-09-12 11:15:07.263000
18817,7212,None,1,929dc9aa-2990-47c5-84cd-519c6412485e,2014-09-12 11:15:07.263000
18818,14381,None,4,821415da-2d9b-4c0b-a77f-059824b030ed,2014-09-12 11:15:07.263000
18819,7265,None,4,4fe0b3e0-2c78-4175-9781-68990953960b,2014-09-12 11:15:07.263000
18820,9211,None,4,40b231fb-2b31-42d2-aa68-378033da048e,2014-09-12 11:15:07.263000
18821,14955,None,6,86e380c7-4ea4-4708-8e05-0fbff7de00fd,2014-09-12 11:15:07.263000
18822,2606,None,1,40b3d5df-dbad-40f9-a9e3-cca7723ca6b3,2014-09-12 11:15:07.263000
18823,16849,None,4,0896fb77-9fe3-425f-9706-6bae0c9ac934,2014-09-12 11:15:07.263000
18824,15757,None,4,68cb3404-38ec-452e-aff6-26340ed896a0,2014-09-12 11:15:07.263000
18825,18421,None,4,1520927f-823e-42a3-a4be-afcd7f986f31,2014-09-12 11:15:07.263000
18826,9449,None,6,946d9fdc-a6ae-437e-a918-3d5b34e18fb8,2014-09-12 11:15:07.263000
18827,8344,None,1,1b64051b-15ba-4b30-99cb-90a1f0453444,2014-09-12 11:15:07.263000
18828,10546,None,1,26943c3f-317d-4fed-85bc-46d251cb8b50,2014-09-12 11:15:07.263000
18829,5343,None,1,9f166484-7753-4a2b-a762-314f40d4767b,2014-09-12 11:15:07.263000
18830,6335,None,4,8b836804-c4fa-450a-8eb9-f27939f0441c,2014-09-12 11:15:07.263000
18831,2727,None,4,e832c0dc-6ba2-45c3-94be-64d12a7710aa,2014-09-12 11:15:07.263000
18832,18501,None,4,1c6e6019-945c-4673-a17c-bac38ac657b4,2014-09-12 11:15:07.263000
18833,10321,None,4,4f06b416-dd6a-4612-aae1-b5c160d63607,2014-09-12 11:15:07.263000
18834,7456,None,1,93ce8206-1fa0-4bfe-8aee-ce3ae5042af2,2014-09-12 11:15:07.263000
18835,7508,None,4,e32e39bd-f2c3-4864-a861-0904305e0828,2014-09-12 11:15:07.263000
18836,19908,None,1,f7ccd7b8-a74b-404b-b5e3-5441b42cee28,2014-09-12 11:15:07.263000
18837,10435,None,4,3d488a03-64ba-41e1-8003-5be55febd506,2014-09-12 11:15:07.263000
18838,2683,None,4,bad41269-bca4-4bbc-915f-93207ff8a788,2014-09-12 11:15:07.263000
18839,4950,None,6,8f14a4b7-d541-4a42-b6ba-2c00b6c1c514,2014-09-12 11:15:07.263000
18840,7604,None,1,1a4a26d0-c9d1-4026-92f0-06290aa0ae4a,2014-09-12 11:15:07.263000
18841,9747,None,6,af06f078-380f-4e45-af22-537d5fab5753,2014-09-12 11:15:07.263000
18842,16247,None,6,ab3ec718-ed3a-4e04-9104-9b38538d30b4,2014-09-12 11:15:07.263000
18843,15880,None,1,b1a62383-6b41-4fca-bef8-d798ba9e6b65,2014-09-12 11:15:07.263000
18844,4492,None,1,1c5c9f7b-3658-489d-8a10-1b2a1c3d0476,2014-09-12 11:15:07.263000
18845,2971,None,1,814c936e-6119-4fdb-ba4f-4b260d744bd4,2014-09-12 11:15:07.263000
18846,12957,None,1,bd570764-5178-47cd-99c4-d69711987aad,2014-09-12 11:15:07.263000
18847,8464,None,1,1afbc711-fe87-4576-9216-bcbb6eda45f5,2014-09-12 11:15:07.263000
18848,18166,None,4,2bf380c4-fdfc-4f95-b331-a1bca77b8a82,2014-09-12 11:15:07.263000
18849,7823,None,1,4937ce14-b302-4b83-8012-39ec7dacdfe1,2014-09-12 11:15:07.263000
18850,6499,None,4,d133538c-a86d-4c2f-9125-cf4cebbebf9c,2014-09-12 11:15:07.263000
18851,14926,None,4,2b0b8f74-43d4-424a-962b-ae7b7dd84b99,2014-09-12 11:15:07.263000
18852,8033,None,6,e2021660-5392-47b5-80e1-0fe9756140a7,2014-09-12 11:15:07.263000
18853,8276,None,1,49895198-50ed-439e-9de1-ff3e1647d77e,2014-09-12 11:15:07.263000
18854,16013,None,1,ed78a4fd-7697-435f-ae12-5c6184c3f608,2014-09-12 11:15:07.263000
18855,6171,None,6,5665a6c6-b26f-4901-b83f-657f98da9678,2014-09-12 11:15:07.263000
18856,16698,None,4,0af9b2f1-9cda-4a48-81f3-0b4f1414dbdb,2014-09-12 11:15:07.263000
18857,14249,None,1,04008ce4-1051-4a68-af5d-c3b42481e074,2014-09-12 11:15:07.263000
18858,4133,None,4,200603ee-32cf-4a48-a1cd-0cd23ae8fcc2,2014-09-12 11:15:07.263000
18859,19345,None,6,e341fd35-4ee2-4e7f-9a27-c6185b10da3a,2014-09-12 11:15:07.263000
18860,2896,None,1,cd1ccd43-fd17-454f-ba33-b3f9fa5c9bab,2014-09-12 11:15:07.263000
18861,12562,None,1,d1c18c4c-d608-4abd-9402-aaf91ac03743,2014-09-12 11:15:07.263000
18862,5121,None,4,e7e0fbf0-71a7-4244-88c2-21cf9258b00a,2014-09-12 11:15:07.263000
18863,4888,None,4,b9dc2ce8-b1bd-4cfd-bd62-ef6fc44d6120,2014-09-12 11:15:07.263000
18864,5896,None,4,b2f310d3-2704-413a-aae6-e1df90b890f3,2014-09-12 11:15:07.263000
18865,12606,None,1,dc6d2869-fdc5-4f38-8924-ffd968cc0165,2014-09-12 11:15:07.263000
18866,4115,None,4,54dc973c-651c-49a0-9498-6fd52f3676ec,2014-09-12 11:15:07.263000
18867,5691,None,1,3c8b7db8-f613-4ff7-b955-83d14aa29baa,2014-09-12 11:15:07.263000
18868,5240,None,4,f89c0a00-f635-4c7b-9e05-0acff800866b,2014-09-12 11:15:07.263000
18869,12585,None,4,a45bbaf8-3182-4290-ad48-87b98d89504d,2014-09-12 11:15:07.263000
18870,7434,None,1,24135d52-74c4-46bd-ae05-1335dc67f049,2014-09-12 11:15:07.263000
18871,10155,None,6,de20b8fc-855e-4d11-8e47-951c23b62981,2014-09-12 11:15:07.263000
18872,19250,None,1,206cbb17-c51b-4645-bba6-b9d24b293548,2014-09-12 11:15:07.263000
18873,17594,None,1,83de3cc5-7309-43cd-931b-0dc834a1918c,2014-09-12 11:15:07.263000
18874,10195,None,1,02ea2608-dded-4125-af74-ccfb2a5e5e73,2014-09-12 11:15:07.263000
18875,14093,None,6,281558de-2361-46b5-9a30-b453a5ff9492,2014-09-12 11:15:07.263000
18876,5123,None,4,7e27d584-0f88-4e5e-86ee-a43c6406a850,2014-09-12 11:15:07.263000
18877,17523,None,4,ff05b7f6-63cc-4a7c-adc5-67595c3e255e,2014-09-12 11:15:07.263000
18878,5977,None,4,1539351a-e89b-4e97-9736-74173a6ddaba,2014-09-12 11:15:07.263000
18879,14961,None,4,80eb775c-a929-46b8-9cb3-df389852240e,2014-09-12 11:15:07.263000
18880,2948,None,1,acc98b78-f273-47ad-848e-ba9724f00edb,2014-09-12 11:15:07.263000
18881,8377,None,1,b3d33f86-793e-4c89-84ff-845115a01e68,2014-09-12 11:15:07.263000
18882,13485,None,6,95265caa-02d6-4d69-82b8-946893aca522,2014-09-12 11:15:07.263000
18883,17706,None,6,bece8bc9-0f62-4959-a6e3-f6eda01b46bd,2014-09-12 11:15:07.263000
18884,15444,None,6,ec8e04ab-b878-46da-85d7-0289854317ea,2014-09-12 11:15:07.263000
18885,4858,None,9,f77241a7-a0bb-4428-a7d1-03ac804bf372,2014-09-12 11:15:07.263000
18886,20029,None,1,f87b1ea1-cdef-401a-a997-974b91e5320d,2014-09-12 11:15:07.263000
18887,10534,None,1,07c03a4a-b99d-426f-9345-90aa5384889b,2014-09-12 11:15:07.263000
18888,13703,None,1,4d9decc1-996a-41cb-a929-de87c0178704,2014-09-12 11:15:07.263000
18889,8784,None,1,3c3fd28f-0b5f-487a-91c7-b647379f290c,2014-09-12 11:15:07.263000
18890,3700,None,1,ad1d4e57-8f04-4bbc-9978-e2cf55dd260c,2014-09-12 11:15:07.263000
18891,19114,None,4,005c5d7a-3351-407a-bcbf-1f050ccb1b8f,2014-09-12 11:15:07.263000
18892,14853,None,4,f50ee1af-3511-4041-ab6d-d2ce12be36fb,2014-09-12 11:15:07.263000
18893,4933,None,4,fef4c16f-757f-4a51-ace2-2dece4638c65,2014-09-12 11:15:07.263000
18894,17574,None,4,2a447478-4276-435f-a4d6-36c251342ed6,2014-09-12 11:15:07.263000
18895,3863,None,9,0f521dea-236e-4133-848a-1107b91b9626,2014-09-12 11:15:07.263000
18896,6423,None,9,57e57d7d-340d-4cfc-9d92-22936c2e3ad9,2014-09-12 11:15:07.263000
18897,16878,None,9,7aec0ca1-02e2-4fbc-bd12-d5f387fd8657,2014-09-12 11:15:07.263000
18898,19536,None,9,ca504464-b84b-4aa2-af59-30e3f30ba653,2014-09-12 11:15:07.263000
18899,5674,None,9,16c41d4e-b976-4848-9a82-5338ac90c542,2014-09-12 11:15:07.263000
18900,14531,None,9,f0572064-7e9a-4df7-91e7-75c6f0ed1da9,2014-09-12 11:15:07.263000
18901,5628,None,9,e1e0f888-3212-47d3-9c9d-1bf4fbe6f213,2014-09-12 11:15:07.263000
18902,6505,None,9,1fb82f91-5f35-4b94-9786-c2815f390120,2014-09-12 11:15:07.263000
18903,13065,None,9,a46096a9-f00c-496d-8bd1-ca3a21426685,2014-09-12 11:15:07.263000
18904,11864,None,4,599120f6-d6ad-483f-8195-86c4797262a7,2014-09-12 11:15:07.263000
18905,16638,None,1,0fbb0231-3e84-4b6f-ab83-8b84db571772,2014-09-12 11:15:07.263000
18906,7112,None,9,45c7cb87-e65d-467a-99fb-3c4117cc9a42,2014-09-12 11:15:07.263000
18907,8799,None,9,4f0ad75a-b367-43c2-b4f7-0c220f56de4c,2014-09-12 11:15:07.263000
18908,17373,None,9,bfd16946-b6d7-4722-b1f7-ea2abc4a3bdb,2014-09-12 11:15:07.263000
18909,4713,None,9,112472d9-cd52-485c-ae3f-4777d0b741a8,2014-09-12 11:15:07.263000
18910,3901,None,1,d5ec7471-279a-44d4-badd-4de1a9b1672a,2014-09-12 11:15:07.263000
18911,17252,None,1,e9cef3ff-5b5d-4c6c-98b1-3125be474433,2014-09-12 11:15:07.263000
18912,18494,None,1,215b9660-a75a-4251-8fbd-725b076a6037,2014-09-12 11:15:07.263000
18913,15812,None,4,116abfc6-3f29-47a8-b5c4-0d8d56639d58,2014-09-12 11:15:07.263000
18914,14261,None,4,52f3fd4a-fbce-41b9-8717-486b05fea90c,2014-09-12 11:15:07.263000
18915,10387,None,4,37afa0b8-4036-471d-b437-52583b124fc2,2014-09-12 11:15:07.263000
18916,18082,None,4,441ea164-390a-44c7-b6f1-f6436b788a92,2014-09-12 11:15:07.263000
18917,16316,None,4,55664591-d102-4d64-acc8-d968236fede2,2014-09-12 11:15:07.263000
18918,7734,None,1,770ec79c-142e-4cc3-a8a8-df5c44f37bae,2014-09-12 11:15:07.263000
18919,5046,None,6,f459a327-2565-49a6-9d7e-3eb839ad285c,2014-09-12 11:15:07.263000
18920,16919,None,4,77b58b20-5bbc-4300-8aa9-3aa265dc1ec0,2014-09-12 11:15:07.263000
18921,19706,None,1,0864c629-3eff-470d-98ea-a68195b050e0,2014-09-12 11:15:07.263000
18922,9832,None,6,09e304f9-50f9-4c58-9904-48cdc19606a5,2014-09-12 11:15:07.263000
18923,19606,None,1,2caca421-9720-4f57-9691-657ced00f077,2014-09-12 11:15:07.263000
18924,11338,None,4,00cc3a9d-9111-491a-ab8a-bb2d3cc69b85,2014-09-12 11:15:07.263000
18925,3447,None,6,6fd13e29-b9de-4ee0-8423-d96f26d3541a,2014-09-12 11:15:07.263000
18926,5493,None,6,4b0645d4-aaa8-474e-9ace-731176f8f63e,2014-09-12 11:15:07.263000
18927,8542,None,6,825a2114-c6fb-45d3-a568-7c12099b81a2,2014-09-12 11:15:07.263000
18928,8335,None,9,3f8dccdb-8929-454c-bded-47b9cbdb3ec8,2014-09-12 11:15:07.263000
18929,20048,None,9,7a61242d-7eca-4c77-88e0-7668af2b3734,2014-09-12 11:15:07.263000
18930,8446,None,9,148562ed-686f-4263-ab62-b7358bbf3783,2014-09-12 11:15:07.263000
18931,4993,None,9,9b3fdef4-7332-44e2-b7fb-bc3389694f1d,2014-09-12 11:15:07.263000
18932,16965,None,9,64188d09-c972-4047-be68-f88f114f4dd4,2014-09-12 11:15:07.263000
18933,12058,None,1,e7bc7836-8590-4173-bcd0-45b481d61584,2014-09-12 11:15:07.263000
18934,3990,None,1,4da0ef52-0ab0-4fce-8a15-6d808bac57fd,2014-09-12 11:15:07.263000
18935,19849,None,4,d36e8043-d481-41f9-a41c-e107413e370e,2014-09-12 11:15:07.263000
18936,9384,None,4,5db67b57-4d30-42ec-b4a0-dbf933596f5c,2014-09-12 11:15:07.263000
18937,15462,None,4,df61b07a-8367-494c-8634-e54cca094497,2014-09-12 11:15:07.263000
18938,4818,None,4,3419d28e-96ed-4526-8eb1-cde83aa7b802,2014-09-12 11:15:07.263000
18939,6044,None,4,fb2d35dd-97ec-4696-b842-6e26c5060b23,2014-09-12 11:15:07.263000
18940,15054,None,1,07a40f1f-ce50-4f5f-83ac-05b477d601b4,2014-09-12 11:15:07.263000
18941,19202,None,1,14c1c3f3-b9f9-4141-8bcf-d2450a1a8245,2014-09-12 11:15:07.263000
18942,15773,None,4,93fc6ac6-f92d-4b96-811a-f357ac5d92d0,2014-09-12 11:15:07.263000
18943,10853,None,1,e87db24d-f85c-4fee-bc8d-179d50764217,2014-09-12 11:15:07.263000
18944,4615,None,6,fe4242fb-31cc-412c-8d76-8b5d88b7b1d4,2014-09-12 11:15:07.263000
18945,14814,None,4,451b0cbc-728d-4af9-8c5d-33a6797232d7,2014-09-12 11:15:07.263000
18946,6911,None,4,daa374d0-ced8-49c3-8a73-90ff8da60688,2014-09-12 11:15:07.263000
18947,13717,None,4,8cae9e32-873a-4048-8c07-d9e48c55e4e6,2014-09-12 11:15:07.263000
18948,2848,None,4,e5208b98-a908-4eb2-bb81-0f1b4c1d8fda,2014-09-12 11:15:07.263000
18949,17508,None,1,18bee86b-9805-49a2-8ccc-7d0ba7e900d1,2014-09-12 11:15:07.263000
18950,19069,None,6,8df19b3f-572e-40fc-a6ed-9cf1f96c7b78,2014-09-12 11:15:07.263000
18951,4457,None,6,87ca603d-e7da-4c39-ac29-bd9f15f34649,2014-09-12 11:15:07.263000
18952,10420,None,1,556f5cad-31d2-4101-9da5-943721b51a21,2014-09-12 11:15:07.263000
18953,7313,None,4,3b869415-ae03-41fe-b1df-6a0e11ea88b5,2014-09-12 11:15:07.263000
18954,4490,None,4,84c60b5e-5bdd-4dae-9ff8-b6b1fa2dd552,2014-09-12 11:15:07.263000
18955,18033,None,4,a699e147-d7f1-4129-af99-dbfa48235ffa,2014-09-12 11:15:07.263000
18956,8555,None,4,a5f631a4-ddd9-4272-aa9b-ad062fd809a1,2014-09-12 11:15:07.263000
18957,10655,None,1,dc2eae51-45f1-4861-9831-3f7f77a3ab24,2014-09-12 11:15:07.263000
18958,2680,None,4,8816d706-a331-4d2f-989c-532c42c3c60f,2014-09-12 11:15:07.263000
18959,15343,None,6,f5818574-bdc8-4cd1-9ca3-d492521fa43c,2014-09-12 11:15:07.263000
18960,4602,None,4,70b58f42-7aa4-43f7-8bc7-40ae94c558dc,2014-09-12 11:15:07.263000
18961,13500,None,6,247a7d5a-a0ca-4a53-8cb0-4248724e0982,2014-09-12 11:15:07.263000
18962,4366,None,4,e2246bcf-251a-4736-b12e-fb44b27cd26c,2014-09-12 11:15:07.263000
18963,9411,None,1,5fa6ec99-afc3-4b6f-bb6a-1cdcb699db10,2014-09-12 11:15:07.263000
18964,16257,None,4,46996755-708a-4132-ba16-4a6fd24fabfa,2014-09-12 11:15:07.263000
18965,4587,None,4,420ba99a-4933-4a9f-a8f4-20897f4cb91a,2014-09-12 11:15:07.263000
18966,4514,None,4,1b25e980-f425-4118-b0a0-37001e2442c1,2014-09-12 11:15:07.263000
18967,4402,None,4,d41ced98-4960-4b89-a0f2-dfc63847b660,2014-09-12 11:15:07.263000
18968,16598,None,6,71015f7f-f3bf-417e-b5f8-adc126788210,2014-09-12 11:15:07.263000
18969,3636,None,1,5b2725b4-caeb-41b2-b372-efd759b3de9c,2014-09-12 11:15:07.263000
18970,15961,None,4,7ba28daf-24f4-4b71-b107-ebb461b4cbb1,2014-09-12 11:15:07.263000
18971,3762,None,6,dff4fad2-9395-4e84-9737-4c114668e040,2014-09-12 11:15:07.263000
18972,6716,None,6,7170dde6-49db-49a1-a0c5-8a3b54462ec3,2014-09-12 11:15:07.263000
18973,4595,None,4,0fee5277-1868-4762-9859-ca4918b2616b,2014-09-12 11:15:07.263000
18974,17644,None,4,779166ca-6507-47fb-ac2c-9a961688ae03,2014-09-12 11:15:07.263000
18975,6014,None,4,9b889fd4-ca4f-4424-9d8b-3d804156a947,2014-09-12 11:15:07.263000
18976,14865,None,1,9040ffe2-67bc-472c-8393-e3863abe6e28,2014-09-12 11:15:07.263000
18977,5362,None,1,3d142e37-30a0-439d-83d9-f6de6a01bd52,2014-09-12 11:15:07.263000
18978,14936,None,6,f3ea4179-0315-4142-b34c-6894858cc4d0,2014-09-12 11:15:07.263000
18979,17165,None,4,ea9fb440-100a-4917-aa49-168cb12d21ee,2014-09-12 11:15:07.263000
18980,10453,None,1,f6af3612-ca68-4c08-940c-5240d35b07f8,2014-09-12 11:15:07.263000
18981,8407,None,4,c6a9355c-1ddb-4b72-b096-a71e3bf936be,2014-09-12 11:15:07.263000
18982,16889,None,1,af2dbd95-c488-4dbf-8679-0b979c824950,2014-09-12 11:15:07.263000
18983,20054,None,4,aae3e6db-467b-4083-a692-8de4660f1e12,2014-09-12 11:15:07.263000
18984,8922,None,1,dc9afd77-7000-4a04-afd0-b5f77cd47622,2014-09-12 11:15:07.263000
18985,8878,None,1,ddfbdbfa-2363-4ca3-ab19-7bf64f387f7c,2014-09-12 11:15:07.263000
18986,15943,None,6,cb2afc32-92fa-4255-b71b-49d6b99e32ff,2014-09-12 11:15:07.263000
18987,16656,None,1,baf969c5-4338-4410-9f6c-f2c81f6c7728,2014-09-12 11:15:07.263000
18988,10350,None,4,3a236faa-c93d-43f1-a58b-b75f9a89d939,2014-09-12 11:15:07.263000
18989,7281,None,4,cb3dff0f-700c-4f56-a52f-01b14dec1a56,2014-09-12 11:15:07.263000
18990,3032,None,1,8e125ef8-890f-44bf-9060-5dd660667c32,2014-09-12 11:15:07.263000
18991,15483,None,1,7e555c9d-c253-4547-ba90-c2598ed3dae0,2014-09-12 11:15:07.263000
18992,6656,None,4,527c89fa-df48-45c7-944d-186a59b5cdd6,2014-09-12 11:15:07.263000
18993,5793,None,4,ade8c5c5-025b-426e-ae48-f56a8631ac3b,2014-09-12 11:15:07.263000
18994,16794,None,1,d0b8e9b6-0408-41c9-b57c-e574cf22e35b,2014-09-12 11:15:07.263000
18995,8280,None,4,0c0fd2ef-33b1-4c7e-bfb6-7e5ba6965449,2014-09-12 11:15:07.263000
18996,9591,None,4,8c1df397-b3a9-401b-90a8-83c726ebaa75,2014-09-12 11:15:07.263000
18997,17139,None,1,eb959905-6f84-4bec-9d55-0f75d5d3419b,2014-09-12 11:15:07.263000
18998,12894,None,1,71f2f568-0191-485f-857b-c71fe83ee706,2014-09-12 11:15:07.263000
18999,8400,None,1,77acb49f-f7e7-49e7-ae7f-e2a04ea22146,2014-09-12 11:15:07.263000
19000,8755,None,6,6cfab73e-a74f-4033-bc0f-948dc46bc82f,2014-09-12 11:15:07.263000
19001,3838,None,6,04d52238-64b7-4e2b-a5ce-88fb96dcdc81,2014-09-12 11:15:07.263000
19002,12015,None,1,b1c3a368-3a51-4ffa-9888-4d3f51bf9cf3,2014-09-12 11:15:07.263000
19003,15836,None,4,c051728a-3726-4109-859f-fcf5982f8e83,2014-09-12 11:15:07.263000
19004,15404,None,4,e89a3aed-36a7-41e1-b0e6-20c55cde0f81,2014-09-12 11:15:07.263000
19005,3715,None,1,11f36a46-6fd5-49f6-925c-84d8685d4f80,2014-09-12 11:15:07.263000
19006,18506,None,1,f125e90d-dbd4-4fe8-a0c1-b580506ee6fc,2014-09-12 11:15:07.263000
19007,9495,None,1,d4a9f363-4121-4f1b-8d1f-1460f0403eed,2014-09-12 11:15:07.263000
19008,3157,None,1,3d680313-4a8c-4d73-9ccb-390fa4bef1ef,2014-09-12 11:15:07.263000
19009,7889,None,4,bb2e8b92-c956-42d5-8fac-648c9e37f970,2014-09-12 11:15:07.263000
19010,17640,None,4,fbe51c9e-f40b-434b-9199-f5b22cb92aa4,2014-09-12 11:15:07.263000
19011,3226,None,4,03f73dce-f371-4e4c-b0a4-2f524387b5ef,2014-09-12 11:15:07.263000
19012,12805,None,4,d2e42120-b0ee-4b9b-bcc6-a55e7dbbdf36,2014-09-12 11:15:07.263000
19013,9658,None,4,55508c94-747b-4091-b8c4-527e1940803f,2014-09-12 11:15:07.263000
19014,16993,None,6,b57c1921-743d-4b81-8a98-e3a94a5535e0,2014-09-12 11:15:07.263000
19015,5717,None,6,3b24385d-d04f-46f3-815a-bde9a5973a30,2014-09-12 11:15:07.263000
19016,10578,None,4,57dc5798-a95f-42aa-afc5-7b1cdf4a2e78,2014-09-12 11:15:07.263000
19017,7918,None,4,d6e1f9f7-ff3e-49f6-a0c6-1f0d0b21d3c6,2014-09-12 11:15:07.263000
19018,19928,None,4,4ef2271e-d578-499e-8a9d-5b4dcaed31fd,2014-09-12 11:15:07.263000
19019,5348,None,4,d618e534-c40a-4965-aef8-62689eab2854,2014-09-12 11:15:07.263000
19020,5194,None,4,40722efa-416b-44b6-bc22-52dcb8d224f2,2014-09-12 11:15:07.263000
19021,7351,None,1,a62f25b6-1b55-4a6b-a547-29fdf76c6a32,2014-09-12 11:15:07.263000
19022,12517,None,4,32c370f5-1a87-4172-a657-8e61bac3861b,2014-09-12 11:15:07.263000
19023,7702,None,4,5c7af3cd-a039-4e85-aeae-19645fed4b3c,2014-09-12 11:15:07.263000
19024,13479,None,1,d3250898-90d7-4e97-9b7e-bff30eccc63e,2014-09-12 11:15:07.263000
19025,15964,None,1,190c4ac4-df45-4689-b91c-30876b318284,2014-09-12 11:15:07.263000
19026,6477,None,6,cfff0703-d979-4978-8675-524499fe5869,2014-09-12 11:15:07.263000
19027,3389,None,7,4fd6d712-4539-42e7-aec0-b61ab4d7b73b,2014-09-12 11:15:07.263000
19028,3146,None,7,2515aecd-e398-4386-b983-5aba148914bc,2014-09-12 11:15:07.263000
19029,19795,None,8,2e53351b-ee5a-4574-9ea5-57e53aa19049,2014-09-12 11:15:07.263000
19030,3861,None,8,77bd0b69-eaa8-4c56-a4bf-9f6ca8e18d01,2014-09-12 11:15:07.263000
19031,7685,None,10,59450f2f-d297-4edd-8190-f17704a305d8,2014-09-12 11:15:07.263000
19032,16346,None,10,76137506-cb7d-4c52-a436-ccd6a86f5147,2014-09-12 11:15:07.263000
19033,12686,None,7,79960b22-c0aa-4cf4-8ef0-2e35dbc5e676,2014-09-12 11:15:07.263000
19034,10418,None,8,7726adef-fb9f-4fba-a59d-d107c3dfa97c,2014-09-12 11:15:07.263000
19035,4039,None,8,58569144-2793-4e7a-a780-86911e659d2a,2014-09-12 11:15:07.263000
