salesorderid,creditcardid,cardtype
59907,15257,ColonialVoice
59908,1482,ColonialVoice
59909,8921,ColonialVoice
59912,1984,Vista
59913,8248,ColonialVoice
59914,15272,ColonialVoice
59915,9863,Distinguish
59916,5546,ColonialVoice
59917,5612,Vista
59918,16057,Vista
59919,11853,ColonialVoice
59920,18638,ColonialVoice
59921,14128,SuperiorCard
59922,8772,Vista
59923,5768,Distinguish
59924,18027,SuperiorCard
59925,397,SuperiorCard
59926,1037,SuperiorCard
59927,16455,ColonialVoice
59929,4720,ColonialVoice
59930,6259,Distinguish
59931,685,SuperiorCard
59932,18610,Vista
59933,8542,Distinguish
59934,808,ColonialVoice
59935,7024,Vista
59937,12645,Vista
59938,27,SuperiorCard
59939,460,Distinguish
59940,10413,Distinguish
59941,14225,Distinguish
59942,11439,Vista
59943,14590,Distinguish
59944,15610,Vista
59945,4411,Distinguish
59946,18870,SuperiorCard
59947,11666,SuperiorCard
59948,687,Distinguish
59949,7114,ColonialVoice
59950,7138,ColonialVoice
59951,946,Vista
59952,6102,SuperiorCard
59953,3705,Vista
59954,7155,ColonialVoice
59955,18872,Vista
59956,5074,Vista
59958,455,SuperiorCard
59959,16941,Distinguish
59960,17795,SuperiorCard
59961,19057,SuperiorCard
59962,5108,Vista
59963,11022,Distinguish
59964,5359,ColonialVoice
59965,10738,Distinguish
59966,3601,Distinguish
59968,14246,Vista
59969,2506,SuperiorCard
59970,1787,ColonialVoice
59971,12190,ColonialVoice
59972,2789,Distinguish
59973,17828,Vista
59974,16117,ColonialVoice
59975,8012,ColonialVoice
59976,1501,Distinguish
59977,18262,Vista
59978,11497,ColonialVoice
59979,2715,SuperiorCard
59980,5615,Distinguish
59981,9135,SuperiorCard
59982,9902,Distinguish
59983,8488,Distinguish
59984,17097,Distinguish
59985,3165,SuperiorCard
59986,1720,SuperiorCard
59987,16641,ColonialVoice
59988,17214,SuperiorCard
59989,7673,Vista
59990,16669,SuperiorCard
59991,3573,Vista
59992,4423,SuperiorCard
59993,14437,Vista
59994,7716,SuperiorCard
59995,15311,ColonialVoice
59998,13889,SuperiorCard
59999,19206,Vista
60000,16794,ColonialVoice
60001,13451,ColonialVoice
60002,14748,Distinguish
60003,18299,Distinguish
60004,7554,SuperiorCard
60005,5557,SuperiorCard
60006,14059,ColonialVoice
60007,10856,ColonialVoice
60008,6697,SuperiorCard
60009,9249,ColonialVoice
60010,16142,SuperiorCard
60011,17764,ColonialVoice
60012,18976,Vista
60013,807,Vista
60014,18700,SuperiorCard
60015,11397,Distinguish
60016,18671,Distinguish
60017,3288,ColonialVoice
60018,6595,SuperiorCard
60019,15876,Vista
60020,10728,Vista
60021,12281,Vista
60022,12508,SuperiorCard
60023,1675,ColonialVoice
60024,12792,ColonialVoice
60025,1771,ColonialVoice
60026,10793,SuperiorCard
60027,13774,Vista
60028,11742,Distinguish
60029,11910,SuperiorCard
60030,16918,SuperiorCard
60031,12854,Vista
60032,5088,Distinguish
60033,19039,Distinguish
60034,2843,ColonialVoice
60035,5323,Vista
60036,9072,Vista
60037,6986,SuperiorCard
60038,5606,ColonialVoice
60039,11787,Vista
60040,5016,ColonialVoice
60041,3394,Vista
60042,4736,Vista
60043,964,Vista
60045,803,Vista
60046,1640,SuperiorCard
60047,17312,Vista
60048,11250,SuperiorCard
60049,18105,ColonialVoice
60050,5459,Vista
60051,14062,Distinguish
60052,17732,SuperiorCard
60053,6957,Vista
60054,11241,Distinguish
60055,14432,ColonialVoice
60056,12058,Vista
60057,9081,Vista
60058,7149,Distinguish
60059,17569,Distinguish
60060,4331,Distinguish
60061,8923,ColonialVoice
60062,2237,SuperiorCard
60063,8637,Distinguish
60064,13463,SuperiorCard
60065,11843,SuperiorCard
60066,1453,ColonialVoice
60067,13705,Distinguish
60068,1852,Vista
60069,14174,Distinguish
60070,4988,Vista
60072,16391,SuperiorCard
60073,11997,Distinguish
60074,19046,Distinguish
60075,1864,SuperiorCard
60076,4012,SuperiorCard
60077,12514,ColonialVoice
60078,8027,Distinguish
60079,3556,Vista
60080,6492,SuperiorCard
60081,4620,SuperiorCard
60082,6893,SuperiorCard
60083,5948,Distinguish
60084,17083,Distinguish
60085,9416,ColonialVoice
60086,8434,SuperiorCard
60087,7483,ColonialVoice
60088,15175,ColonialVoice
60089,8976,SuperiorCard
60090,10565,Distinguish
60091,9699,SuperiorCard
60092,9470,SuperiorCard
60093,13007,SuperiorCard
60094,5472,Distinguish
60095,17617,Vista
60096,13235,SuperiorCard
60097,17440,Distinguish
60098,8874,ColonialVoice
60099,9359,ColonialVoice
60100,17228,SuperiorCard
60101,15850,SuperiorCard
60102,18165,ColonialVoice
60103,9774,ColonialVoice
60104,7082,Vista
60105,3439,ColonialVoice
60106,16717,Vista
60107,2781,Vista
60108,10575,Distinguish
60109,11705,Vista
60110,11005,ColonialVoice
60111,2559,ColonialVoice
60112,17076,ColonialVoice
60113,2213,SuperiorCard
60114,5761,SuperiorCard
60115,7096,ColonialVoice
60116,7763,Vista
60117,540,SuperiorCard
60118,16462,ColonialVoice
60119,673,SuperiorCard
60120,1861,SuperiorCard
60121,7576,SuperiorCard
60122,16158,ColonialVoice
60123,12042,Distinguish
60124,18287,SuperiorCard
60125,11066,Vista
60126,1213,SuperiorCard
60127,4047,SuperiorCard
60128,16041,SuperiorCard
60129,1410,SuperiorCard
60130,7336,Distinguish
60131,2349,SuperiorCard
60132,3151,Vista
60133,9006,SuperiorCard
60134,16834,Vista
60135,6573,ColonialVoice
60136,8805,Vista
60137,18247,Vista
60138,10439,ColonialVoice
60139,9753,Vista
60140,13206,Distinguish
60142,15699,ColonialVoice
60143,2835,SuperiorCard
60144,6668,Vista
60145,2737,SuperiorCard
60146,1200,ColonialVoice
60147,18317,SuperiorCard
60148,16968,Distinguish
60149,16088,ColonialVoice
60150,6789,SuperiorCard
60151,2368,SuperiorCard
60152,15031,ColonialVoice
60153,19123,Vista
60154,17523,Vista
60155,16328,ColonialVoice
60156,16511,Vista
60157,7260,Vista
60158,10992,SuperiorCard
60159,111,SuperiorCard
60160,11377,Vista
60161,6089,Distinguish
60162,9669,SuperiorCard
60163,5311,Vista
60164,15584,SuperiorCard
60165,4700,ColonialVoice
60166,9151,ColonialVoice
60167,4450,SuperiorCard
60168,8926,Distinguish
60169,4515,SuperiorCard
60170,10406,Vista
60171,5329,Vista
60172,3251,SuperiorCard
60173,18219,Vista
60174,4888,SuperiorCard
60175,16227,Distinguish
60176,9864,ColonialVoice
60177,10366,SuperiorCard
60178,10498,SuperiorCard
60179,18613,ColonialVoice
60180,2954,Vista
60181,5090,SuperiorCard
60182,8551,ColonialVoice
60183,19202,Vista
60184,19030,Vista
60185,11319,ColonialVoice
60186,4646,ColonialVoice
60187,18691,Vista
60188,1100,Vista
60189,5237,Vista
60190,8549,Vista
60191,7028,Distinguish
60192,17167,Vista
60193,2065,ColonialVoice
60194,7386,SuperiorCard
60195,17930,ColonialVoice
60197,5981,Distinguish
60198,11843,SuperiorCard
60199,10823,Vista
60200,10261,Distinguish
60201,18822,Distinguish
60202,13269,ColonialVoice
60203,8411,ColonialVoice
60204,17072,SuperiorCard
60205,3132,SuperiorCard
60206,13158,Distinguish
60207,5175,Vista
60208,1238,SuperiorCard
60209,938,ColonialVoice
60210,15143,SuperiorCard
60211,11328,Vista
60212,17554,SuperiorCard
60213,18297,ColonialVoice
60214,2429,Vista
60215,1352,SuperiorCard
60216,15714,Distinguish
60217,5568,Distinguish
60218,11619,Vista
60219,7484,ColonialVoice
60220,6158,Distinguish
60221,719,Distinguish
60222,2110,ColonialVoice
60223,18873,ColonialVoice
60224,12806,ColonialVoice
60225,1453,ColonialVoice
60226,737,Vista
60227,6150,ColonialVoice
60228,16864,SuperiorCard
60229,15903,Distinguish
60230,6044,Distinguish
60231,3335,Vista
60232,1905,Distinguish
60233,2096,SuperiorCard
60234,4966,Vista
60235,19096,SuperiorCard
60237,11883,ColonialVoice
60238,15588,ColonialVoice
60239,5936,Vista
60240,4953,Vista
60241,10254,SuperiorCard
60242,5910,SuperiorCard
60243,10283,Distinguish
60244,12568,ColonialVoice
60245,8725,SuperiorCard
60246,13945,Distinguish
60247,15556,Vista
60248,7452,Vista
60249,12726,ColonialVoice
60250,8946,SuperiorCard
60251,8391,Vista
60252,9869,SuperiorCard
60253,12810,ColonialVoice
60254,6684,Vista
60255,2139,SuperiorCard
60256,12729,SuperiorCard
60257,2600,Distinguish
60258,11388,ColonialVoice
60259,1658,ColonialVoice
60260,11750,Vista
60261,779,Vista
60262,13907,Vista
60263,6197,Distinguish
60264,13778,SuperiorCard
60265,14076,SuperiorCard
60266,14162,ColonialVoice
60267,5190,SuperiorCard
60268,8837,Vista
60269,1801,Distinguish
60270,18141,ColonialVoice
60271,16672,Distinguish
60272,17837,SuperiorCard
60273,10359,Distinguish
60274,15465,Distinguish
60275,10658,Vista
60276,5431,Distinguish
60277,5645,Vista
60278,9103,Distinguish
60279,16979,SuperiorCard
60280,3308,Distinguish
60281,9105,Vista
60282,6689,Distinguish
60283,14320,SuperiorCard
60284,6924,SuperiorCard
60285,13506,SuperiorCard
60286,9464,Vista
60287,15238,Distinguish
60288,13565,Vista
60289,9426,Distinguish
60290,8441,SuperiorCard
60291,12141,Vista
60292,1106,SuperiorCard
60293,7970,ColonialVoice
60294,6945,Vista
60295,565,SuperiorCard
60296,2313,ColonialVoice
60297,14719,Vista
60299,11951,SuperiorCard
60300,13432,SuperiorCard
60301,7440,Vista
60302,13196,ColonialVoice
60303,7273,SuperiorCard
60304,16668,ColonialVoice
60305,17668,Distinguish
60306,15078,SuperiorCard
60307,16715,SuperiorCard
60308,835,Vista
60309,11493,Distinguish
60310,16239,Vista
60311,8273,SuperiorCard
60312,15550,ColonialVoice
60313,4566,Vista
60314,15619,Distinguish
60315,3165,SuperiorCard
60316,10096,ColonialVoice
60317,13937,ColonialVoice
60318,17334,Distinguish
60319,6250,Distinguish
60320,18781,Distinguish
60321,9741,Distinguish
60322,13315,ColonialVoice
60323,8881,SuperiorCard
60324,13327,Vista
60325,10377,ColonialVoice
60326,5594,Vista
60327,6119,Vista
60328,3195,SuperiorCard
60329,2954,Vista
60330,15807,Vista
60331,17318,Vista
60332,10859,SuperiorCard
60333,441,SuperiorCard
60334,486,Distinguish
60335,2749,SuperiorCard
60336,10589,Vista
60337,10261,Distinguish
60338,11698,Distinguish
60339,6780,Vista
60340,368,SuperiorCard
60341,9387,Vista
60342,16213,Distinguish
60343,2689,Distinguish
60345,12132,Distinguish
60346,17090,SuperiorCard
60347,7425,SuperiorCard
60348,10069,SuperiorCard
60349,12608,SuperiorCard
60350,8591,Distinguish
60351,11614,SuperiorCard
60352,1003,SuperiorCard
60353,17635,Distinguish
60354,2564,ColonialVoice
60355,14833,Distinguish
60356,1813,Distinguish
60357,5023,ColonialVoice
60358,14708,ColonialVoice
60359,8753,SuperiorCard
60360,3454,ColonialVoice
60361,13858,SuperiorCard
60362,7534,SuperiorCard
60363,10267,SuperiorCard
60364,12516,ColonialVoice
60365,7800,ColonialVoice
60367,9561,Vista
60368,1251,Distinguish
60369,16942,Vista
60370,3927,Vista
60371,18392,SuperiorCard
60372,5091,Distinguish
60373,7701,SuperiorCard
60374,13285,SuperiorCard
60375,4232,SuperiorCard
60376,19176,Vista
60377,2719,Vista
60378,9162,Distinguish
60379,14951,SuperiorCard
60380,3618,Distinguish
60381,10320,Vista
60382,11263,ColonialVoice
60383,4657,Distinguish
60384,12881,ColonialVoice
60385,18170,SuperiorCard
60386,9467,SuperiorCard
60387,17990,SuperiorCard
60388,10027,Distinguish
60389,9122,Distinguish
60390,5143,ColonialVoice
60391,2050,ColonialVoice
60392,11548,SuperiorCard
60393,3014,ColonialVoice
60394,7816,ColonialVoice
60395,6169,SuperiorCard
60396,16923,ColonialVoice
60397,5640,Vista
60399,10161,ColonialVoice
60400,13340,SuperiorCard
60401,1158,Distinguish
60402,5614,Distinguish
60403,5727,SuperiorCard
60404,716,Distinguish
60405,331,Distinguish
60406,523,SuperiorCard
60407,12844,SuperiorCard
60408,14737,Vista
60409,2336,SuperiorCard
60410,12785,ColonialVoice
60411,9113,Distinguish
60412,13639,Distinguish
60413,16948,SuperiorCard
60414,13477,Distinguish
60415,7080,SuperiorCard
60416,2982,Distinguish
60417,14634,Distinguish
60418,8607,ColonialVoice
60419,7340,ColonialVoice
60420,10376,ColonialVoice
60421,7099,ColonialVoice
60422,4725,Distinguish
60423,14598,Vista
60424,1147,Vista
60425,5443,Vista
60426,13410,Distinguish
60427,1688,Vista
60428,10249,Vista
60429,13771,ColonialVoice
60430,5873,SuperiorCard
60431,1115,ColonialVoice
60432,9126,SuperiorCard
60433,5395,SuperiorCard
60434,15348,ColonialVoice
60435,13746,Vista
60436,16155,SuperiorCard
60437,12335,ColonialVoice
60438,13161,Vista
60439,1995,Distinguish
60440,11204,Distinguish
60441,6562,SuperiorCard
60442,3153,ColonialVoice
60443,7721,Distinguish
60444,2373,SuperiorCard
60445,16711,Vista
60446,4946,ColonialVoice
60447,14430,Vista
60448,2160,Vista
60449,7826,Distinguish
60450,9421,ColonialVoice
60451,10389,Vista
60452,17859,Vista
60453,2346,Vista
60454,15557,Distinguish
60455,16633,SuperiorCard
60456,9650,ColonialVoice
60457,9493,SuperiorCard
60458,19208,SuperiorCard
60459,5966,Vista
60460,17763,Vista
60461,3067,ColonialVoice
60462,5519,SuperiorCard
60463,14471,Vista
60464,80,ColonialVoice
60465,13479,ColonialVoice
60466,7523,ColonialVoice
60467,16520,ColonialVoice
60468,14346,Distinguish
60469,17509,Distinguish
60470,14796,Vista
60471,11267,SuperiorCard
60472,5450,SuperiorCard
60473,18822,Distinguish
60474,15549,Vista
60475,6758,Vista
60476,11690,Vista
60477,5839,SuperiorCard
60478,8020,ColonialVoice
60479,11247,SuperiorCard
60480,14,Distinguish
60481,4062,Vista
60482,8787,SuperiorCard
60483,18968,Distinguish
60484,9465,Distinguish
60485,8729,SuperiorCard
60486,16718,ColonialVoice
60487,12606,Vista
60488,11807,SuperiorCard
60489,16343,Distinguish
60490,6036,SuperiorCard
60491,14159,SuperiorCard
60492,15094,SuperiorCard
60493,11772,Vista
60494,15051,Vista
60495,16222,ColonialVoice
60496,170,ColonialVoice
60497,14259,Vista
60498,18398,Vista
60499,12280,ColonialVoice
60500,5364,Vista
60501,5429,Distinguish
60503,7948,Distinguish
60504,2487,SuperiorCard
60505,15007,ColonialVoice
60506,3411,SuperiorCard
60507,1371,Distinguish
60508,6522,ColonialVoice
60509,6507,ColonialVoice
60510,17532,Distinguish
60511,15498,Distinguish
60512,738,Distinguish
60513,18385,SuperiorCard
60514,6926,Distinguish
60515,14306,Vista
60516,1537,ColonialVoice
60517,8391,Vista
60518,14764,Distinguish
60519,15421,SuperiorCard
60520,4227,Distinguish
60521,13390,Vista
60522,15399,SuperiorCard
60523,7383,SuperiorCard
60524,8838,ColonialVoice
60525,2932,SuperiorCard
60526,1227,Vista
60527,16491,SuperiorCard
60528,4638,ColonialVoice
60529,6706,ColonialVoice
60530,13025,Distinguish
60531,11334,Distinguish
60532,17192,ColonialVoice
60533,4594,SuperiorCard
60534,1804,Distinguish
60535,13245,SuperiorCard
60536,12826,SuperiorCard
60537,7401,Vista
60538,11955,SuperiorCard
60539,17745,SuperiorCard
60540,18949,Vista
60542,5049,Distinguish
60543,997,SuperiorCard
60544,3075,SuperiorCard
60545,8954,Vista
60546,2553,SuperiorCard
60547,5282,Distinguish
60548,13393,Vista
60549,17870,Vista
60550,14107,Distinguish
60551,9792,ColonialVoice
60552,3989,Vista
60553,4681,ColonialVoice
60554,17224,SuperiorCard
60555,9340,Vista
60556,12405,Vista
60557,12702,ColonialVoice
60558,11406,ColonialVoice
60559,6098,Vista
60560,4822,ColonialVoice
60561,1720,SuperiorCard
60563,17429,Vista
60565,6169,SuperiorCard
60566,8410,ColonialVoice
60567,613,SuperiorCard
60568,9582,Vista
60569,8736,Vista
60570,13347,Distinguish
60571,1267,SuperiorCard
60572,10533,Vista
60573,14123,Vista
60574,5141,SuperiorCard
60575,5166,ColonialVoice
60576,7394,SuperiorCard
60577,9006,SuperiorCard
60578,13470,Distinguish
60579,10544,SuperiorCard
60580,16780,ColonialVoice
60581,54,Distinguish
60582,1741,Distinguish
60583,8532,SuperiorCard
60584,4973,ColonialVoice
60585,7358,Vista
60586,741,Vista
60587,240,Distinguish
60589,18985,Distinguish
60590,1742,SuperiorCard
60591,12368,ColonialVoice
60592,2770,Distinguish
60593,3890,Distinguish
60594,541,ColonialVoice
60595,11351,ColonialVoice
60596,12596,Distinguish
60597,276,SuperiorCard
60598,7583,Vista
60599,15652,Vista
60600,12929,ColonialVoice
60601,17231,SuperiorCard
60602,13268,Distinguish
60603,13130,Distinguish
60605,14586,ColonialVoice
60606,9003,SuperiorCard
60607,4944,Distinguish
60608,14817,Distinguish
60609,11287,SuperiorCard
60610,13485,Vista
60611,1560,Vista
60612,8849,Distinguish
60613,12367,Vista
60614,18361,SuperiorCard
60615,10198,SuperiorCard
60616,14461,Vista
60617,9839,Distinguish
60618,8510,Distinguish
60619,654,SuperiorCard
60620,572,Vista
60621,17623,Distinguish
60622,4824,ColonialVoice
60623,7848,Vista
60624,8225,Vista
60625,17254,ColonialVoice
60626,9642,SuperiorCard
60627,11839,ColonialVoice
60628,6753,Vista
60629,2532,ColonialVoice
60630,10041,ColonialVoice
60631,14622,SuperiorCard
60632,3805,Distinguish
60633,8081,Distinguish
60634,8989,Distinguish
60635,17652,Vista
60636,5298,SuperiorCard
60637,13116,ColonialVoice
60639,11791,Vista
60640,17800,Vista
60641,15866,Vista
60642,3104,Distinguish
60643,11680,Distinguish
60644,8502,Distinguish
60645,19191,Vista
60646,5783,Distinguish
60647,2940,SuperiorCard
60648,14315,SuperiorCard
60649,13620,SuperiorCard
60650,5042,ColonialVoice
60651,10151,ColonialVoice
60652,7191,ColonialVoice
60653,11921,SuperiorCard
60654,10567,Distinguish
60655,17792,Distinguish
60657,4497,SuperiorCard
60658,3415,Vista
60659,8960,SuperiorCard
60661,2445,ColonialVoice
60662,16113,SuperiorCard
60663,6371,ColonialVoice
60664,18621,Vista
60665,7929,Distinguish
60666,10121,Distinguish
60667,10671,SuperiorCard
60668,3588,SuperiorCard
60669,6322,Distinguish
60671,1199,ColonialVoice
60672,4330,Distinguish
60673,6095,SuperiorCard
60674,1109,SuperiorCard
60676,15218,Vista
60677,12150,Distinguish
60678,15614,SuperiorCard
60679,12802,ColonialVoice
60680,18492,Distinguish
60681,14840,Distinguish
60682,12422,Vista
60683,8936,SuperiorCard
60684,15124,SuperiorCard
60685,11024,Distinguish
60686,6930,Vista
60687,16215,Distinguish
60688,13844,Distinguish
60689,3124,SuperiorCard
60690,7128,ColonialVoice
60691,16108,Vista
60692,564,SuperiorCard
60693,535,Vista
60694,1951,ColonialVoice
60695,4780,ColonialVoice
60696,12909,SuperiorCard
60697,4741,SuperiorCard
60698,4822,ColonialVoice
60699,3510,SuperiorCard
60700,4607,ColonialVoice
60701,10201,SuperiorCard
60702,6629,ColonialVoice
60703,16721,ColonialVoice
60704,3121,Distinguish
60705,6853,Distinguish
60706,7733,ColonialVoice
60707,4933,Distinguish
60708,5374,ColonialVoice
60709,2418,SuperiorCard
60710,73,Vista
60711,10437,ColonialVoice
60712,3948,ColonialVoice
60713,432,Vista
60715,2680,SuperiorCard
60716,17226,SuperiorCard
60717,1027,SuperiorCard
60718,8641,SuperiorCard
60719,14203,ColonialVoice
60720,6857,Vista
60721,4386,Vista
60722,5994,ColonialVoice
60723,3961,Vista
60724,18381,Vista
60725,15706,Vista
60726,3511,Distinguish
60727,12956,Vista
60728,15456,Distinguish
60729,18561,SuperiorCard
60730,10093,SuperiorCard
60731,18629,Distinguish
60732,5371,SuperiorCard
60733,4256,Distinguish
60734,10584,Vista
60735,15134,Distinguish
60736,3931,Distinguish
60738,10943,Vista
60739,1292,ColonialVoice
60740,8581,Distinguish
60741,6223,Distinguish
60742,2103,ColonialVoice
60743,7015,Vista
60744,12920,SuperiorCard
60746,4341,Distinguish
60747,2633,Vista
60748,4578,Vista
60749,13190,Distinguish
60750,3031,ColonialVoice
60751,13831,Vista
60752,18370,ColonialVoice
60753,16579,SuperiorCard
60754,16010,SuperiorCard
60755,14996,Distinguish
60756,14726,Vista
60757,192,SuperiorCard
60758,13882,Distinguish
60759,14771,Vista
60760,14911,Distinguish
60761,19129,SuperiorCard
60762,2119,SuperiorCard
60764,8026,Vista
60765,9031,ColonialVoice
60766,17980,ColonialVoice
60767,5197,ColonialVoice
60768,2657,Distinguish
60769,5017,Vista
60770,885,Distinguish
60771,3724,ColonialVoice
60772,13664,Distinguish
60773,18702,Distinguish
60774,8512,Vista
60775,12400,Vista
60776,16987,Vista
60777,16892,SuperiorCard
60778,5358,SuperiorCard
60779,15008,Vista
60780,18271,Distinguish
60781,6377,Distinguish
60782,2193,Distinguish
60784,14462,SuperiorCard
60785,17058,ColonialVoice
60786,6010,ColonialVoice
60787,5899,SuperiorCard
60788,8014,Distinguish
60789,15342,Vista
60790,12770,Distinguish
60791,3467,SuperiorCard
60792,658,ColonialVoice
60793,16847,ColonialVoice
60794,2324,Vista
60795,4407,SuperiorCard
60796,12193,ColonialVoice
60797,12678,SuperiorCard
60798,17588,Vista
60799,2724,Vista
60800,12699,Distinguish
60801,15284,SuperiorCard
60802,10317,Distinguish
60803,11186,Vista
60804,4816,ColonialVoice
60805,504,Distinguish
60806,9631,Distinguish
60807,8279,Vista
60808,3713,Distinguish
60809,1531,Vista
60810,15654,ColonialVoice
60811,13964,Vista
60812,983,SuperiorCard
60813,3452,Distinguish
60814,14039,SuperiorCard
60815,10005,Vista
60816,7605,Distinguish
60817,9525,ColonialVoice
60818,10958,Vista
60819,12855,SuperiorCard
60820,5621,Distinguish
60821,3500,Distinguish
60822,17355,Distinguish
60823,13124,SuperiorCard
60824,6373,Vista
60825,11544,Vista
60826,6412,Vista
60827,13070,Distinguish
60828,6749,SuperiorCard
60829,14787,Vista
60830,16109,Distinguish
60831,11965,Distinguish
60832,16260,Distinguish
60833,4925,Distinguish
60834,15006,Vista
60835,3176,ColonialVoice
60836,18835,Distinguish
60837,9337,Distinguish
60838,2736,SuperiorCard
60839,12000,SuperiorCard
60840,5083,Vista
60841,2848,Vista
60842,13571,Vista
60843,11581,ColonialVoice
60844,18102,Distinguish
60845,892,Distinguish
60846,3195,SuperiorCard
60847,4657,Distinguish
60848,16513,ColonialVoice
60849,482,Vista
60850,1720,SuperiorCard
60851,9006,SuperiorCard
60852,15746,ColonialVoice
60853,14162,ColonialVoice
60854,11852,SuperiorCard
60855,1463,Distinguish
60856,6645,SuperiorCard
60857,2619,Distinguish
60858,12264,Vista
60859,18989,Vista
60860,14922,Vista
60861,4723,Distinguish
60862,5654,SuperiorCard
60863,642,ColonialVoice
60864,6072,SuperiorCard
60865,9392,Vista
60866,34,Vista
60867,15500,Vista
60868,461,SuperiorCard
60869,14131,Distinguish
60870,14645,Distinguish
60871,14456,Distinguish
60872,8701,Distinguish
60873,9348,Vista
60874,17887,ColonialVoice
60875,17052,ColonialVoice
60876,11650,SuperiorCard
60877,13599,Distinguish
60878,14532,SuperiorCard
60879,4652,ColonialVoice
60880,16650,Vista
60881,16180,Distinguish
60882,3761,Vista
60883,18137,Distinguish
60884,14054,ColonialVoice
60887,11833,Vista
60888,9903,Vista
60889,14441,Distinguish
60890,4160,Vista
60891,16695,Vista
60892,18503,Vista
60893,15966,ColonialVoice
60894,12383,Vista
60895,412,SuperiorCard
60896,16260,Distinguish
60897,11825,ColonialVoice
60898,3619,Vista
60899,14080,Vista
60900,11836,Distinguish
60901,14252,SuperiorCard
60902,10750,Distinguish
60903,5032,ColonialVoice
60905,15615,ColonialVoice
60906,279,Vista
60907,9063,Distinguish
60908,3654,Vista
60909,9754,SuperiorCard
60910,18601,ColonialVoice
60911,16489,ColonialVoice
60912,11962,Distinguish
60913,4090,SuperiorCard
60914,3267,Vista
60915,17357,SuperiorCard
60916,7330,Vista
60917,8988,ColonialVoice
60918,9501,Distinguish
60919,18528,SuperiorCard
60920,9338,Distinguish
60921,6655,Distinguish
60922,18014,ColonialVoice
60923,6032,ColonialVoice
60924,17571,SuperiorCard
60925,11635,Distinguish
60926,18056,SuperiorCard
60927,4716,SuperiorCard
60928,12512,ColonialVoice
60929,5811,SuperiorCard
60930,17744,ColonialVoice
60931,14448,SuperiorCard
60932,1317,SuperiorCard
60934,182,Distinguish
60935,15466,ColonialVoice
60936,10796,ColonialVoice
60937,10186,Distinguish
60938,7502,ColonialVoice
60939,15127,ColonialVoice
60940,16344,Vista
60941,7352,Distinguish
60942,2427,SuperiorCard
60943,3095,Distinguish
60944,10735,Vista
60945,712,ColonialVoice
60946,6362,Vista
60947,5292,Vista
60948,17343,Distinguish
60949,913,ColonialVoice
60950,12924,ColonialVoice
60951,2414,ColonialVoice
60952,9045,ColonialVoice
60953,14908,ColonialVoice
60954,3205,ColonialVoice
60955,15946,Distinguish
60956,17201,ColonialVoice
60957,15963,Vista
60958,7098,Distinguish
60959,3967,Vista
60960,12931,Distinguish
60961,9543,Vista
60962,7065,ColonialVoice
60963,3491,Vista
60964,11499,SuperiorCard
60965,10562,Distinguish
60966,18676,SuperiorCard
60967,5408,Vista
60968,14907,ColonialVoice
60969,5442,Vista
60970,327,Distinguish
60972,7870,ColonialVoice
60973,1111,Distinguish
60974,18732,Distinguish
60975,6363,SuperiorCard
60976,18417,Vista
60977,14946,SuperiorCard
60978,12459,Distinguish
60979,5549,ColonialVoice
60980,19146,ColonialVoice
60981,11870,SuperiorCard
60982,18821,Distinguish
60983,176,SuperiorCard
60984,11911,Distinguish
60985,15923,SuperiorCard
60986,4775,Distinguish
60987,1737,SuperiorCard
60988,10839,ColonialVoice
60989,14909,ColonialVoice
60990,6344,Vista
60991,17958,Vista
60992,546,Vista
60993,17396,Distinguish
60994,15667,SuperiorCard
60995,2547,ColonialVoice
60996,18476,Vista
60997,14083,ColonialVoice
60998,6904,Vista
60999,10750,Distinguish
61000,6100,SuperiorCard
61001,11993,Distinguish
61002,1314,Distinguish
61004,16366,Distinguish
61005,5726,Vista
61006,11261,ColonialVoice
61007,5759,Vista
61008,10137,ColonialVoice
61009,1291,SuperiorCard
61010,10015,SuperiorCard
61011,16478,Vista
61012,1694,Distinguish
61013,3541,ColonialVoice
61014,2788,Distinguish
61015,4989,ColonialVoice
61016,10118,Vista
61017,1935,Vista
61018,5836,Distinguish
61019,14618,SuperiorCard
61020,18232,Vista
61021,8128,Distinguish
61022,10125,ColonialVoice
61023,4705,Vista
61024,6152,SuperiorCard
61025,18620,Distinguish
61026,4014,SuperiorCard
61027,4644,ColonialVoice
61028,12113,ColonialVoice
61029,13390,Vista
61030,6545,ColonialVoice
61031,2021,SuperiorCard
61032,4528,Vista
61033,246,SuperiorCard
61034,16348,Distinguish
61035,16826,ColonialVoice
61036,12005,Distinguish
61037,1746,ColonialVoice
61038,13111,ColonialVoice
61040,4707,SuperiorCard
61041,9726,Distinguish
61043,1828,ColonialVoice
61044,3408,SuperiorCard
61045,10055,Vista
61046,16909,SuperiorCard
61047,8990,Vista
61048,11477,Vista
61049,1337,Distinguish
61050,6742,Distinguish
61051,7871,Vista
61052,2891,Vista
61053,2081,SuperiorCard
61054,16043,Distinguish
61055,12675,ColonialVoice
61056,5437,Vista
61057,710,Vista
61058,15651,ColonialVoice
61059,18564,SuperiorCard
61060,9508,Distinguish
61061,12923,ColonialVoice
61062,5755,ColonialVoice
61063,13873,Distinguish
61064,12581,Vista
61065,6279,Distinguish
61066,1821,Distinguish
61067,17661,Distinguish
61068,18844,ColonialVoice
61069,7169,Vista
61070,2665,ColonialVoice
61071,10563,ColonialVoice
